xyz,time,countryname,countrycode,Education,Unemployment,PovertyRatio,NetMigration,population,GDPpc,GINI,yearcountryWB
4758,2000,Turks and Caicos Islands,TCA,-1,-1,-1,-1,18873,-1,-1,2000TCA
4759,2000,Tuvalu,TUV,-1,-1,-1,-1,9420,2412.296979,-1,2000TUV
4760,2000,Uganda,UGA,-1,-1,-1,-1,24039274,832.084437,-1,2000UGA
4761,2000,Ukraine,UKR,-1,11.70720005,-1,-1,49175848,3802.540243,-1,2000UKR
4762,2000,United Arab Emirates,ARE,-1,2.25,-1,-1,3154925,81351.36414,-1,2000ARE
4763,2000,United Kingdom,GBR,-1,-1,-1,-1,58892514,26245.85621,-1,2000GBR
4764,2000,United States,USA,-1,3.992000103,-1,-1,282162411,36449.85512,40.4,2000USA
4765,2000,Uruguay,URY,-1,13.32999992,-1,-1,3321245,10204.90524,-1,2000URY
4766,2000,Uzbekistan,UZB,-1,0.400000006,-1,-1,24650400,1984.47012,36.1,2000UZB
4767,2000,Vanuatu,VUT,-1,-1,-1,-1,185063,2237.52451,-1,2000VUT
4768,2000,"Venezuela, RB",VEN,-1,13.98999977,41.6,-1,24488340,11424.20449,-1,2000VEN
4769,2000,Vietnam,VNM,-1,2.25999999,-1,-1,80285562,2030.797288,-1,2000VNM
4770,2000,Virgin Islands (U.S.),VIR,-1,-1,-1,-1,108642,-1,-1,2000VIR
4771,2000,West Bank and Gaza,PSE,-1,13.53409958,-1,-1,2922153,3331.356147,-1,2000PSE
4772,2000,"Yemen, Rep.",YEM,-1,-1,-1,-1,17874725,3086.354821,-1,2000YEM
4773,2000,Zambia,ZMB,-1,12.93000031,-1,-1,10531221,1666.884356,-1,2000ZMB
4774,2000,Zimbabwe,ZWE,-1,-1,-1,-1,12222251,2269.972781,-1,2000ZWE
4775,2001,Afghanistan,AFG,-1,-1,-1,-1,20966463,-1,-1,2001AFG
4776,2001,Albania,ALB,37.04489136,16.39999962,-1,-1,3060173,4301.332303,-1,2001ALB
4777,2001,Algeria,DZA,-1,27.29999924,-1,-1,31592153,8416.752682,-1,2001DZA
4778,2001,American Samoa,ASM,-1,-1,-1,-1,58175,-1,-1,2001ASM
4779,2001,Andorra,AND,-1,-1,-1,-1,67341,-1,-1,2001AND
4780,2001,Angola,AGO,-1,-1,-1,-1,16983266,3174.383396,-1,2001AGO
4781,2001,Antigua and Barbuda,ATG,-1,-1,-1,-1,85057,14317.23856,-1,2001ATG
4782,2001,Argentina,ARG,34.29335022,17.31999969,-1,-1,37471509,11419.05887,53.3,2001ARG
4783,2001,Armenia,ARM,81.58307648,-1,-1,-1,3050655,2613.784567,35.4,2001ARM
4784,2001,Aruba,ABW,-1,6.900000095,-1,-1,92898,32018.72084,-1,2001ABW
4785,2001,Australia,AUS,-1,6.742300034,-1,-1,19413000,27348.14676,33.5,2001AUS
4786,2001,Austria,AUT,-1,-1,-1,-1,8042293,29739.94153,-1,2001AUT
4787,2001,Azerbaijan,AZE,-1,-1,49.6,-1,8111200,3942.084882,36.5,2001AZE
4788,2001,"Bahamas, The",BHS,-1,6.869999886,-1,-1,303135,26972.67205,-1,2001BHS
4789,2001,Bahrain,BHR,49.65031052,-1,-1,-1,697549,35578.88429,-1,2001BHR
4790,2001,Bangladesh,BGD,17.12842941,-1,-1,-1,134107160,1372.362514,-1,2001BGD
4791,2001,Barbados,BRB,-1,9.850000381,-1,-1,270685,12218.3733,-1,2001BRB
4792,2001,Belarus,BLR,-1,2.299999952,28.9,-1,9928549,6463.73694,30.6,2001BLR
4793,2001,Belgium,BEL,-1,-1,-1,-1,10286570,28982.59509,-1,2001BEL
4794,2001,Belize,BLZ,-1,9.069999695,-1,-1,254984,5741.997743,-1,2001BLZ
4795,2001,Benin,BEN,-1,-1,-1,-1,7076733,1380.620229,-1,2001BEN
4796,2001,Bermuda,BMU,-1,-1,-1,-1,62504,43976.09251,-1,2001BMU
4797,2001,Bhutan,BTN,-1,1.899999976,-1,-1,589600,3019.00093,-1,2001BTN
4798,2001,Bolivia,BOL,38.00857162,-1,-1,-1,8496375,3570.056776,57.4,2001BOL
4799,2001,Bosnia and Herzegovina,BIH,-1,-1,-1,-1,3771284,4731.221849,30,2001BIH
4800,2001,Botswana,BWA,-1,18.54000092,-1,-1,1754935,8156.950755,-1,2001BWA
4801,2001,Brazil,BRA,-1,9.6104002,-1,-1,177750670,9216.321377,58.4,2001BRA
4802,2001,British Virgin Islands,VGB,-1,-1,-1,-1,21085,-1,-1,2001VGB
4803,2001,Brunei Darussalam,BRN,-1,-1,-1,-1,340117,66960.52082,-1,2001BRN
4804,2001,Bulgaria,BGR,59.46212006,-1,16,-1,8009142,6908.913383,-1,2001BGR
4805,2001,Burkina Faso,BFA,-1,-1,-1,-1,11944587,903.274517,-1,2001BFA
4806,2001,Burundi,BDI,-1,-1,-1,-1,6555829,577.9866076,-1,2001BDI
4807,2001,Cabo Verde,CPV,-1,-1,58,-1,443716,3116.711016,52.5,2001CPV
4808,2001,Cambodia,KHM,-1,1.639999986,-1,-1,12402473,1182.051877,-1,2001KHM
4809,2001,Cameroon,CMR,-1,7.460000038,40.2,-1,15671927,2147.154828,42.1,2001CMR
4810,2001,Canada,CAN,74.58152008,-1,-1,-1,31081900,30073.91281,-1,2001CAN
4811,2001,Cayman Islands,CYM,-1,7.539999962,-1,-1,43316,48370.18292,-1,2001CYM
4812,2001,Central African Republic,CAF,-1,-1,-1,-1,3832203,674.6802698,-1,2001CAF
4813,2001,Chad,TCD,-1,-1,-1,-1,8663012,865.7763824,-1,2001TCD
4814,2001,Channel Islands,CHI,-1,-1,-1,-1,149793,-1,-1,2001CHI
4815,2001,Chile,CHL,-1,10.39000034,-1,-1,15444969,9994.170918,-1,2001CHL
4816,2001,China,CHN,-1,3.599999905,-1,-1,1271850000,3226.848456,-1,2001CHN
4817,2001,Colombia,COL,-1,15.03999996,-1,-1,40988909,6705.049528,57.2,2001COL
4818,2001,Comoros,COM,-1,-1,-1,-1,555888,1933.287377,-1,2001COM
4819,2001,"Congo, Dem. Rep.",COD,-1,-1,-1,-1,48394338,442.5173639,-1,2001COD
4820,2001,"Congo, Rep.",COG,-1,-1,-1,-1,3315806,3667.708329,-1,2001COG
4821,2001,Costa Rica,CRI,-1,5.914999962,-1,-1,3996798,8139.810083,51.6,2001CRI
4822,2001,Cote d'Ivoire,CIV,-1,-1,-1,-1,17040152,2342.854996,-1,2001CIV
4823,2001,Croatia,HRV,59.6019783,-1,-1,-1,4440000,11299.58103,-1,2001HRV
4824,2001,Cuba,CUB,-1,4.079999924,-1,-1,11186542,-1,-1,2001CUB
4825,2001,Curacao,CUW,-1,-1,-1,-1,129047,-1,-1,2001CUW
4826,2001,Cyprus,CYP,-1,-1,-1,-1,960282,23263.4339,-1,2001CYP
4827,2001,Czech Republic,CZE,-1,-1,-1,-1,10216605,17569.10583,-1,2001CZE
4828,2001,Denmark,DNK,-1,-1,-1,-1,5358783,29474.13815,-1,2001DNK
4829,2001,Djibouti,DJI,-1,-1,-1,-1,732711,-1,-1,2001DJI
4830,2001,Dominica,DMA,10.7694397,10.96000004,-1,-1,69670,6665.964969,-1,2001DMA
4831,2001,Dominican Republic,DOM,-1,7.261799812,32.8,-1,8697126,6706.14489,50,2001DOM
4832,2001,Ecuador,ECU,-1,4.251699924,-1,-1,12852755,6120.930896,-1,2001ECU
4833,2001,"Egypt, Arab Rep.",EGY,-1,9.260000229,-1,-1,71226940,6087.05038,-1,2001EGY
4834,2001,El Salvador,SLV,-1,6.960000038,-1,-1,5905962,4595.672556,51.4,2001SLV
4835,2001,Equatorial Guinea,GNQ,-1,-1,-1,-1,639762,13726.63404,-1,2001GNQ
4836,2001,Eritrea,ERI,-1,-1,-1,-1,3497124,1436.292218,-1,2001ERI
4837,2001,Estonia,EST,-1,-1,-1,-1,1388115,10311.35404,-1,2001EST
4838,2001,Eswatini,SWZ,-1,-1,69,-1,1072927,4732.684911,-1,2001SWZ
4839,2001,Ethiopia,ETH,-1,-1,-1,-1,68492257,527.3172499,-1,2001ETH
4840,2001,Faroe Islands,FRO,-1,4,-1,-1,47526,-1,-1,2001FRO
4841,2001,Fiji,FJI,-1,-1,-1,-1,814218,5498.341665,-1,2001FJI
4842,2001,Finland,FIN,-1,10.29049969,-1,-1,5188008,27793.71833,-1,2001FIN
4843,2001,France,FRA,-1,8.6104002,-1,-1,61357430,27524.42994,-1,2001FRA
4844,2001,French Polynesia,PYF,-1,-1,-1,-1,241273,-1,-1,2001PYF
4845,2001,Gabon,GAB,-1,-1,-1,-1,1262259,14360.74385,-1,2001GAB
4846,2001,"Gambia, The",GMB,-1,-1,-1,-1,1270495,1288.664167,-1,2001GMB
4847,2001,Georgia,GEO,-1,-1,-1,-1,4386400,2785.594525,39.6,2001GEO
4848,2001,Germany,DEU,-1,-1,-1,-1,82349925,28499.60608,30.3,2001DEU
4849,2001,Ghana,GHA,-1,-1,-1,-1,19421605,1857.307893,-1,2001GHA
4850,2001,Gibraltar,GIB,-1,-1,-1,-1,31374,-1,-1,2001GIB
4851,2001,Greece,GRC,-1,-1,-1,-1,10862132,20981.01394,-1,2001GRC
4852,2001,Greenland,GRL,-1,9.529999733,-1,-1,56350,-1,-1,2001GRL
4853,2001,Grenada,GRD,-1,-1,-1,-1,101849,7648.795869,-1,2001GRD
4854,2001,Guam,GUM,-1,13.21259975,-1,-1,156401,-1,-1,2001GUM
4855,2001,Guatemala,GTM,-1,-1,-1,-1,11924946,4920.469636,-1,2001GTM
4856,2001,Guinea,GIN,-1,-1,-1,-1,8971139,1172.191649,-1,2001GIN
4857,2001,Guinea-Bissau,GNB,-1,-1,-1,-1,1267512,1107.804247,-1,2001GNB
4858,2001,Guyana,GUY,-1,-1,-1,-1,752263,3799.86724,-1,2001GUY
4859,2001,Haiti,HTI,-1,-1,-1,-1,8692567,1372.370079,-1,2001HTI
4860,2001,Honduras,HND,-1,4,-1,-1,6693061,2701.980361,55.6,2001HND
4861,2001,"Hong Kong SAR, China",HKG,-1,5.090000153,-1,-1,6714300,27528.05999,-1,2001HKG
4862,2001,Hungary,HUN,55.07400131,5.671299934,-1,-1,10187576,13241.99662,-1,2001HUN
4863,2001,Iceland,ISL,-1,1.873600006,-1,-1,284968,31534.14569,-1,2001ISL
4864,2001,India,IND,-1,-1,-1,-1,1071477855,2083.824574,-1,2001IND
4865,2001,Indonesia,IDN,-1,6.08220005,-1,-1,214506502,4810.755645,29,2001IDN
4866,2001,"Iran, Islamic Rep.",IRN,-1,-1,-1,-1,67096414,10577.45743,-1,2001IRN
4867,2001,Iraq,IRQ,-1,-1,-1,-1,24251649,9813.44306,-1,2001IRQ
4868,2001,Ireland,IRL,-1,3.683399916,-1,-1,3866243,32572.65926,-1,2001IRL
4869,2001,Isle of Man,IMN,-1,-1,-1,-1,73192,-1,-1,2001IMN
4870,2001,Israel,ISR,-1,11.81200027,-1,-1,6439000,24932.59822,38.9,2001ISR
4871,2001,Italy,ITA,35.4443512,9.595100403,-1,-1,56974100,27955.87767,-1,2001ITA
4872,2001,Jamaica,JAM,-1,14.93000031,16.9,-1,2677011,6469.256979,-1,2001JAM
4873,2001,Japan,JPN,-1,5,-1,-1,127149000,27495.6852,-1,2001JPN
4874,2001,Jordan,JOR,-1,14.69999981,-1,-1,5193482,6066.931091,-1,2001JOR
4875,2001,Kazakhstan,KAZ,-1,-1,46.7,-1,14858335,9172.369178,36,2001KAZ
4876,2001,Kenya,KEN,-1,-1,-1,-1,32321482,1745.458847,-1,2001KEN
4877,2001,Kiribati,KIR,-1,-1,-1,-1,85858,1562.03788,-1,2001KIR
4878,2001,"Korea, Dem. People’s Rep.",PRK,-1,-1,-1,-1,23131810,-1,-1,2001PRK
4879,2001,"Korea, Rep.",KOR,-1,4,-1,-1,47370164,19184.3861,-1,2001KOR
4880,2001,Kosovo,XKX,-1,57,-1,-1,1701154,4758.959704,-1,2001XKX
4881,2001,Kuwait,KWT,-1,-1,-1,-1,2109355,55510.35575,-1,2001KWT
4882,2001,Kyrgyz Republic,KGZ,-1,7.840000153,-1,-1,4945100,1754.554341,30.2,2001KGZ
4883,2001,Lao PDR,LAO,-1,-1,-1,-1,5414568,2096.907986,-1,2001LAO
4884,2001,Latvia,LVA,-1,13.82110023,-1,-1,2337170,9035.130068,-1,2001LVA
4885,2001,Lebanon,LBN,-1,-1,-1,-1,3359859,10222.29251,-1,2001LBN
4886,2001,Lesotho,LSO,-1,-1,-1,-1,1885955,1481.699249,-1,2001LSO
4887,2001,Liberia,LBR,-1,-1,-1,-1,2991132,1047.137211,-1,2001LBR
4888,2001,Libya,LBY,-1,-1,-1,-1,5440566,17186.16388,-1,2001LBY
4889,2001,Liechtenstein,LIE,-1,1.120000005,-1,-1,33671,-1,-1,2001LIE
4890,2001,Lithuania,LTU,-1,16.83959961,-1,-1,3470818,9451.598656,-1,2001LTU
4891,2001,Luxembourg,LUX,39.94763947,1.804999948,-1,-1,441525,55941.38138,-1,2001LUX
4892,2001,"Macao SAR, China",MAC,-1,6.400000095,-1,-1,438081,34408.4387,-1,2001MAC
4893,2001,Madagascar,MDG,-1,-1,70.8,-1,16260932,1203.397066,47.4,2001MDG
4894,2001,Malawi,MWI,-1,-1,-1,-1,11695863,648.8648129,-1,2001MWI
4895,2001,Malaysia,MYS,-1,3.529999971,-1,-1,23698907,13003.03601,-1,2001MYS
4896,2001,Maldives,MDV,-1,-1,-1,-1,287027,7430.674339,-1,2001MDV
4897,2001,Mali,MLI,-1,-1,50.9,-1,11293258,1328.888461,39.9,2001MLI
4898,2001,Malta,MLT,-1,-1,-1,-1,393028,19621.24458,-1,2001MLT
4899,2001,Marshall Islands,MHL,-1,-1,-1,-1,52183,2470.697461,-1,2001MHL
4900,2001,Mauritania,MRT,-1,-1,-1,-1,2790729,2208.80505,-1,2001MRT
4901,2001,Mauritius,MUS,-1,-1,-1,-1,1196287,9138.782663,-1,2001MUS
4902,2001,Mexico,MEX,-1,2.538000107,-1,-1,103067068,10878.9012,-1,2001MEX
4903,2001,"Micronesia, Fed. Sts.",FSM,-1,-1,-1,-1,107165,2579.23139,-1,2001FSM
4904,2001,Moldova,MDA,-1,7.289999962,54.6,-1,3631462,2000.887403,38,2001MDA
4905,2001,Monaco,MCO,-1,-1,-1,-1,32360,-1,-1,2001MCO
4906,2001,Mongolia,MNG,-1,-1,-1,-1,2419776,3849.34789,-1,2001MNG
4907,2001,Montenegro,MNE,-1,-1,-1,-1,607389,6773.100886,-1,2001MNE
4908,2001,Morocco,MAR,-1,12.46000004,-1,-1,29181832,3854.184259,-1,2001MAR
4909,2001,Mozambique,MOZ,-1,-1,-1,-1,18588758,498.8265647,-1,2001MOZ
4910,2001,Myanmar,MMR,-1,-1,-1,-1,46627994,1165.801255,-1,2001MMR
4911,2001,Namibia,NAM,17.55071068,-1,-1,-1,1933596,4977.568914,-1,2001NAM
4912,2001,Nauru,NRU,-1,-1,-1,-1,10052,-1,-1,2001NRU
4913,2001,Nepal,NPL,16.9418602,-1,-1,-1,24161777,1285.36493,-1,2001NPL
4914,2001,Netherlands,NLD,-1,2.119299889,-1,-1,16046180,32864.23423,-1,2001NLD
4915,2001,New Caledonia,NCL,-1,-1,-1,-1,217324,-1,-1,2001NCL
4916,2001,New Zealand,NZL,-1,5.433000088,-1,-1,3880500,22517.23404,-1,2001NZL
4917,2001,Nicaragua,NIC,-1,-1,45.8,-1,5100750,2833.471481,52.9,2001NIC
4918,2001,Niger,NER,-1,1.470000029,-1,-1,11771976,630.9089311,-1,2001NER
4919,2001,Nigeria,NGA,-1,-1,-1,-1,125463434,2568.826569,-1,2001NGA
4920,2001,North Macedonia,MKD,-1,30.52000046,-1,-1,2042842,6028.832872,-1,2001MKD
4921,2001,Northern Mariana Islands,MNP,-1,-1,-1,-1,69388,-1,-1,2001MNP
4922,2001,Norway,NOR,-1,3.738300085,-1,-1,4513751,37818.30313,-1,2001NOR
4923,2001,Oman,OMN,-1,-1,-1,-1,2294787,36805.66686,-1,2001OMN
4924,2001,Pakistan,PAK,-1,6.880000114,64.3,-1,141601437,2826.653877,30.4,2001PAK
4925,2001,Palau,PLW,-1,-1,-1,-1,19404,10512.66805,-1,2001PLW
4926,2001,Panama,PAN,-1,14.71000004,-1,-1,3089684,8496.522628,56.9,2001PAN
4927,2001,Papua New Guinea,PNG,-1,-1,-1,-1,5716152,2166.604959,-1,2001PNG
4928,2001,Paraguay,PRY,-1,-1,-1,-1,5406624,6319.51857,54.6,2001PRY
4929,2001,Peru,PER,-1,7.880000114,-1,-1,26261363,5283.029045,51.3,2001PER
4930,2001,Philippines,PHL,-1,3.698199987,-1,-1,79665315,3449.527826,-1,2001PHL
4931,2001,Poland,POL,-1,18.37339973,-1,-1,38248076,11111.21774,32.8,2001POL
4932,2001,Portugal,PRT,16.42539978,-1,-1,-1,10362722,19556.88971,-1,2001PRT
4933,2001,Puerto Rico,PRI,-1,11.39999962,-1,-1,3818774,26665.40595,-1,2001PRI
4934,2001,Qatar,QAT,-1,-1,-1,-1,616886,87599.29641,-1,2001QAT
4935,2001,Romania,ROU,-1,6.557899952,-1,-1,22131970,6573.369301,-1,2001ROU
4936,2001,Russian Federation,RUS,-1,8.977999687,-1,-1,145976083,7367.609061,36.9,2001RUS
4937,2001,Rwanda,RWA,-1,-1,-1,-1,8329406,672.9764858,-1,2001RWA
4938,2001,Samoa,WSM,63.02886963,4.960000038,-1,-1,175566,3729.865439,-1,2001WSM
4939,2001,San Marino,SMR,-1,-1,-1,-1,27762,63955.49953,-1,2001SMR
4940,2001,Sao Tome and Principe,STP,-1,15.72999954,-1,-1,141622,1635.635549,-1,2001STP
4941,2001,Saudi Arabia,SAU,-1,4.619999886,-1,-1,21303592,33621.69793,-1,2001SAU
4942,2001,Senegal,SEN,-1,-1,55.2,-1,10134497,1981.78506,41.2,2001SEN
4943,2001,Serbia,SRB,-1,12.80000019,-1,-1,7503433,6137.757338,-1,2001SRB
4944,2001,Seychelles,SYC,-1,-1,-1,-1,81202,14607.23869,-1,2001SYC
4945,2001,Sierra Leone,SLE,-1,-1,-1,-1,4739147,667.4313473,-1,2001SLE
4946,2001,Singapore,SGP,-1,3.75999999,-1,-1,4138012,40413.85614,-1,2001SGP
4947,2001,Sint Maarten (Dutch part),SXM,-1,-1,-1,-1,30600,-1,-1,2001SXM
4948,2001,Slovak Republic,SVK,41.75397873,-1,-1,-1,5378867,12381.65762,-1,2001SVK
4949,2001,Slovenia,SVN,-1,5.682099819,-1,-1,1992060,18971.06889,-1,2001SVN
4950,2001,Solomon Islands,SLB,-1,-1,-1,-1,423853,1319.349026,-1,2001SLB
4951,2001,Somalia,SOM,-1,-1,-1,-1,9290823,-1,-1,2001SOM
4952,2001,South Africa,ZAF,26.97644997,30.89599991,-1,-1,46385006,7829.763116,-1,2001ZAF
4953,2001,South Sudan,SSD,-1,-1,-1,-1,6974442,-1,-1,2001SSD
4954,2001,Spain,ESP,-1,-1,-1,-1,40850412,22929.8622,-1,2001ESP
4955,2001,Sri Lanka,LKA,56.10403824,7.900000095,-1,-1,18913054,4392.683332,-1,2001LKA
4956,2001,St. Kitts and Nevis,KNA,-1,5.119999886,-1,-1,45990,18026.76109,-1,2001KNA
4957,2001,St. Lucia,LCA,-1,-1,-1,-1,158464,8276.724266,-1,2001LCA
4958,2001,St. Martin (French part),MAF,-1,-1,-1,-1,27782,-1,-1,2001MAF
4959,2001,St. Vincent and the Grenadines,VCT,-1,21.10000038,-1,-1,107988,6224.078697,-1,2001VCT
4960,2001,Sudan,SDN,-1,-1,-1,-1,27945005,1919.533987,-1,2001SDN
4961,2001,Suriname,SUR,-1,-1,-1,-1,477740,8161.824267,-1,2001SUR
4962,2001,Sweden,SWE,-1,4.73029995,-1,-1,8895960,29658.64834,-1,2001SWE
4963,2001,Switzerland,CHE,-1,-1,-1,-1,7229854,36808.63938,-1,2001CHE
4964,2001,Syrian Arab Republic,SYR,-1,11.63000011,-1,-1,16766899,-1,-1,2001SYR
4965,2001,Tajikistan,TJK,-1,2.299999952,-1,-1,6327125,1034.469107,-1,2001TJK
4966,2001,Tanzania,TZA,-1,2.994400024,-1,-1,35117019,1239.142615,-1,2001TZA
4967,2001,Thailand,THA,-1,2.599999905,-1,-1,63543322,7635.093003,-1,2001THA
4968,2001,Timor-Leste,TLS,-1,-1,36.3,-1,892531,2859.962971,35.9,2001TLS
4969,2001,Togo,TGO,-1,-1,-1,-1,5111770,949.1723482,-1,2001TGO
4970,2001,Tonga,TON,-1,-1,16.2,-1,98611,3844.22533,37.7,2001TON
4971,2001,Trinidad and Tobago,TTO,-1,10.88000011,-1,-1,1272380,15420.8556,-1,2001TTO
4972,2001,Tunisia,TUN,-1,14.39999962,-1,-1,9785701,6316.873687,-1,2001TUN
4973,2001,Turkey,TUR,-1,8.380999565,-1,-1,64191474,9222.920544,-1,2001TUR
4974,2001,Turkmenistan,TKM,-1,-1,-1,-1,4564080,4463.902487,-1,2001TKM
4975,2001,Turks and Caicos Islands,TCA,-1,9.710000038,-1,-1,20185,-1,-1,2001TCA
4976,2001,Tuvalu,TUV,-1,-1,-1,-1,9512,2483.335316,-1,2001TUV
4977,2001,Uganda,UGA,-1,-1,-1,-1,24854892,865.787282,-1,2001UGA
4978,2001,Ukraine,UKR,74.31922913,11.06089973,-1,-1,48683865,4289.921231,-1,2001UKR
4979,2001,United Arab Emirates,ARE,-1,-1,-1,-1,3326032,80029.02844,-1,2001ARE
4980,2001,United Kingdom,GBR,-1,-1,-1,-1,59119673,27462.61251,-1,2001GBR
4981,2001,United States,USA,-1,4.731299877,-1,-1,284968955,37273.6181,-1,2001USA
4982,2001,Uruguay,URY,-1,14.89999962,-1,-1,3327103,10018.56449,-1,2001URY
4983,2001,Uzbekistan,UZB,-1,0.400000006,-1,-1,24964450,2088.335658,-1,2001UZB
4984,2001,Vanuatu,VUT,-1,-1,-1,-1,189290,2159.358801,-1,2001VUT
4985,2001,"Venezuela, RB",VEN,26.63015938,-1,31.1,-1,24948476,11858.33389,48.2,2001VEN
4986,2001,Vietnam,VNM,-1,2.75999999,-1,-1,81139919,2182.483468,-1,2001VNM
4987,2001,Virgin Islands (U.S.),VIR,-1,-1,-1,-1,108549,-1,-1,2001VIR
4988,2001,West Bank and Gaza,PSE,-1,25.29809952,-1,-1,2997784,3106.931624,-1,2001PSE
4989,2001,"Yemen, Rep.",YEM,-1,-1,-1,-1,18390135,3184.9232,-1,2001YEM
4990,2001,Zambia,ZMB,-1,-1,-1,-1,10824125,1746.929533,-1,2001ZMB
4991,2001,Zimbabwe,ZWE,-1,-1,70.9,-1,12366165,2327.718487,-1,2001ZWE
4992,2002,Afghanistan,AFG,-1,-1,-1,929118,21979923,860.1371339,-1,2002AFG
4993,2002,Albania,ALB,-1,15.80000019,25.4,-176774,3051010,4661.366148,31.7,2002ALB
4994,2002,Algeria,DZA,-1,25.89999962,-1,-205228,31995046,8911.68068,-1,2002DZA
4995,2002,American Samoa,ASM,-1,-1,-1,-1,58731,-1,-1,2002ASM
4996,2002,Andorra,AND,-1,-1,-1,-1,70049,-1,-1,2002AND
4997,2002,Angola,AGO,-1,-1,-1,172594,17572649,3540.699271,-1,2002AGO
4998,2002,Antigua and Barbuda,ATG,-1,-1,-1,-282,86266,14480.07998,-1,2002ATG
4999,2002,Argentina,ARG,-1,19.59000015,-1,-90000,37889370,10217.2731,53.8,2002ARG
5000,2002,Armenia,ARM,-1,-1,-1,-160521,3033897,3020.453987,34.8,2002ARM
5001,2002,Aruba,ABW,-1,-1,-1,6263,94992,30752.78346,-1,2002ABW
5002,2002,Australia,AUS,-1,6.367599964,-1,575104,19651400,28706.43781,-1,2002AUS
5003,2002,Austria,AUT,-1,-1,-1,178117,8081957,31178.69333,-1,2002AUT
5004,2002,Azerbaijan,AZE,-1,-1,-1,36524,8171950,4393.967199,25.3,2002AZE
5005,2002,"Bahamas, The",BHS,-1,9.050000191,-1,15483,309157,27579.53946,-1,2002BHS
5006,2002,Bahrain,BHR,-1,-1,-1,155500,735148,35516.29323,-1,2002BHR
5007,2002,Bangladesh,BGD,-1,-1,-1,-1541457,136600667,1420.431252,-1,2002BGD
5008,2002,Barbados,BRB,-1,10.31999969,-1,-77,271478,12468.84286,-1,2002BRB
5009,2002,Belarus,BLR,-1,3,30.5,-6382,9865548,6938.107739,30.3,2002BLR
5010,2002,Belgium,BEL,-1,-1,-1,219560,10332785,30482.78465,-1,2002BEL
5011,2002,Belize,BLZ,-1,10.03999996,-1,5797,262206,5959.838691,-1,2002BLZ
5012,2002,Benin,BEN,-1,0.689999998,-1,25005,7295394,1422.954063,-1,2002BEN
5013,2002,Bermuda,BMU,-1,-1,-1,-1,62912,43706.03474,-1,2002BMU
5014,2002,Bhutan,BTN,-1,-1,-1,29002,606399,3300.162931,-1,2002BTN
5015,2002,Bolivia,BOL,-1,-1,-1,-89995,8653345,3647.57123,59.3,2002BOL
5016,2002,Bosnia and Herzegovina,BIH,-1,-1,-1,-6000,3775807,5114.267756,-1,2002BIH
5017,2002,Botswana,BWA,-1,-1,30.6,21278,1779953,8661.384037,64.7,2002BWA
5018,2002,Brazil,BRA,-1,9.370900154,-1,0,180151021,9515.100023,58.1,2002BRA
5019,2002,British Virgin Islands,VGB,-1,-1,-1,-1,21529,-1,-1,2002VGB
5020,2002,Brunei Darussalam,BRN,-1,-1,-1,3347,346867,69246.74818,-1,2002BRN
5021,2002,Bulgaria,BGR,-1,-1,14,-85500,7837161,7726.39453,-1,2002BGR
5022,2002,Burkina Faso,BFA,-1,-1,-1,-125000,12293100,929.9310412,-1,2002BFA
5023,2002,Burundi,BDI,-1,-1,-1,50869,6741569,596.0664623,-1,2002BDI
5024,2002,Cabo Verde,CPV,-1,-1,-1,-9859,452106,3268.913606,-1,2002CPV
5025,2002,Cambodia,KHM,-1,-1,-1,-35156,12634729,1255.644205,-1,2002KHM
5026,2002,Cameroon,CMR,-1,-1,-1,-54000,16084886,2214.148948,-1,2002CMR
5027,2002,Canada,CAN,-1,7.664800167,-1,1026702,31362000,30851.31148,-1,2002CAN
5028,2002,Cayman Islands,CYM,-1,5.369999886,-1,-1,44738,48360.05305,-1,2002CYM
5029,2002,Central African Republic,CAF,-1,-1,-1,-24405,3907612,696.1141842,-1,2002CAF
5030,2002,Chad,TCD,-1,-1,54.8,218966,9001689,917.8284265,-1,2002TCD
5031,2002,Channel Islands,CHI,-1,-1,-1,4592,150901,-1,-1,2002CHI
5032,2002,Chile,CHL,-1,10.16800022,-1,37362,15623635,10343.22738,-1,2002CHL
5033,2002,China,CHN,-1,4,-1,-2030083,1280400000,3551.663652,42.1,2002CHN
5034,2002,Colombia,COL,-1,15.63300037,-1,-159003,41572491,6880.489518,55.8,2002COL
5035,2002,Comoros,COM,-1,-1,-1,-10000,569479,1960.666939,-1,2002COM
5036,2002,"Congo, Dem. Rep.",COD,-1,-1,-1,-241564,49835756,449.1765225,-1,2002COD
5037,2002,"Congo, Rep.",COG,-1,-1,-1,49674,3407180,3790.194842,-1,2002COG
5038,2002,Costa Rica,CRI,-1,6.334000111,-1,41792,4063204,8397.302512,51.9,2002CRI
5039,2002,Cote d'Ivoire,CIV,-1,-1,38.4,-370000,17366517,2295.191399,41.3,2002CIV
5040,2002,Croatia,HRV,-1,15.05259991,-1,-2580,4440000,12279.12722,-1,2002HRV
5041,2002,Cuba,CUB,40.35343933,3.309999943,-1,-145629,11217998,-1,-1,2002CUB
5042,2002,Curacao,CUW,-1,-1,-1,-6070,129205,-1,-1,2002CUW
5043,2002,Cyprus,CYP,-1,-1,-1,57530,976966,23964.75544,-1,2002CYP
5044,2002,Czech Republic,CZE,-1,-1,-1,47402,10196916,18189.23435,-1,2002CZE
