xyz,time,countryname,countrycode,Education,Unemployment,PovertyRatio,NetMigration,population,GDPpc,GINI,yearcountryWB
2441,1990,Denmark,DNK,-1,-1,-1,-1,5140939,18225.01898,-1,1990DNK
2442,1990,Djibouti,DJI,-1,-1,-1,-1,590398,-1,-1,1990DJI
2443,1990,Dominica,DMA,-1,-1,-1,-1,70926,4272.688532,-1,1990DMA
2444,1990,Dominican Republic,DOM,-1,-1,-1,-1,7183647,3540.005792,-1,1990DOM
2445,1990,Ecuador,ECU,-1,-1,-1,-1,10218091,4829.416723,-1,1990ECU
2446,1990,"Egypt, Arab Rep.",EGY,-1,8.430000305,-1,-1,57412215,3727.149688,32,1990EGY
2447,1990,El Salvador,SLV,-1,9.960000038,-1,-1,5254984,2937.315707,-1,1990SLV
2448,1990,Equatorial Guinea,GNQ,-1,-1,-1,-1,426846,646.0128053,-1,1990GNQ
2449,1990,Eritrea,ERI,-1,-1,-1,-1,3113311,-1,-1,1990ERI
2450,1990,Estonia,EST,-1,0.637000024,-1,-1,1569174,-1,-1,1990EST
2451,1990,Eswatini,SWZ,-1,-1,-1,-1,861373,3476.087528,-1,1990SWZ
2452,1990,Ethiopia,ETH,-1,-1,-1,-1,48086516,421.3788236,-1,1990ETH
2453,1990,Faroe Islands,FRO,-1,-1,-1,-1,47594,-1,-1,1990FRO
2454,1990,Fiji,FJI,-1,-1,-1,-1,728628,3807.735433,-1,1990FJI
2455,1990,Finland,FIN,-1,3.069000006,-1,-1,4986431,18158.93858,-1,1990FIN
2456,1990,France,FRA,-1,-1,-1,-1,58512808,17566.3039,-1,1990FRA
2457,1990,French Polynesia,PYF,-1,-1,-1,-1,198375,-1,-1,1990PYF
2458,1990,Gabon,GAB,-1,-1,-1,-1,952212,12603.95962,-1,1990GAB
2459,1990,"Gambia, The",GMB,-1,-1,-1,-1,916808,973.6391224,-1,1990GMB
2460,1990,Georgia,GEO,-1,-1,-1,-1,4802000,5160.588168,-1,1990GEO
2461,1990,Germany,DEU,-1,4.890299797,-1,-1,79433029,19433.15745,-1,1990DEU
2462,1990,Ghana,GHA,-1,-1,-1,-1,14628260,1240.701882,-1,1990GHA
2463,1990,Gibraltar,GIB,-1,-1,-1,-1,29164,-1,-1,1990GIB
2464,1990,Greece,GRC,-1,7.024099827,-1,-1,10196792,13297.97768,-1,1990GRC
2465,1990,Greenland,GRL,-1,-1,-1,-1,55600,-1,-1,1990GRL
2466,1990,Grenada,GRD,-1,-1,-1,-1,96283,4680.510115,-1,1990GRD
2467,1990,Guam,GUM,-1,2.831199884,-1,-1,130482,-1,-1,1990GUM
2468,1990,Guatemala,GTM,-1,-1,-1,-1,9263813,3296.79844,-1,1990GTM
2469,1990,Guinea,GIN,-1,-1,-1,-1,6041094,912.5892467,-1,1990GIN
2470,1990,Guinea-Bissau,GNB,-1,-1,-1,-1,1012280,1017.245405,-1,1990GNB
2471,1990,Guyana,GUY,-1,-1,-1,-1,743309,1858.407521,-1,1990GUY
2472,1990,Haiti,HTI,-1,11.25,-1,-1,7099732,1354.239749,-1,1990HTI
2473,1990,Honduras,HND,-1,4.78000021,-1,-1,4955328,2073.180546,57.4,1990HND
2474,1990,"Hong Kong SAR, China",HKG,-1,1.25,-1,-1,5704500,17434.29402,-1,1990HKG
2475,1990,Hungary,HUN,40.86410141,1.700000048,-1,-1,10373988,-1,-1,1990HUN
2476,1990,Iceland,ISL,-1,-1,-1,-1,254826,21637.48664,-1,1990ISL
2477,1990,India,IND,-1,-1,-1,-1,870133480,1134.222287,-1,1990IND
2478,1990,Indonesia,IDN,-1,2.50999999,-1,-1,181436821,2989.53415,31.2,1990IDN
2479,1990,"Iran, Islamic Rep.",IRN,-1,-1,-1,-1,56226185,7363.390293,43.6,1990IRN
2480,1990,Iraq,IRQ,-1,-1,-1,-1,17469005,7446.875137,-1,1990IRQ
2481,1990,Ireland,IRL,-1,14.08870029,-1,-1,3513974,13745.44537,-1,1990IRL
2482,1990,Isle of Man,IMN,-1,2.099999905,-1,-1,68429,-1,-1,1990IMN
2483,1990,Israel,ISR,-1,12.24100018,-1,-1,4660000,15048.46573,-1,1990ISR
2484,1990,Italy,ITA,-1,-1,-1,-1,56719240,18557.10598,-1,1990ITA
2485,1990,Jamaica,JAM,-1,15.72000027,28.4,-1,2424242,4710.487184,41.1,1990JAM
2486,1990,Japan,JPN,-1,2.099999905,-1,-1,123537000,19436.52122,-1,1990JPN
2487,1990,Jordan,JOR,-1,-1,-1,-1,3560582,4061.075701,-1,1990JOR
2488,1990,Kazakhstan,KAZ,-1,-1,-1,-1,16348000,8434.960627,-1,1990KAZ
2489,1990,Kenya,KEN,-1,-1,-1,-1,23402507,1538.537488,-1,1990KEN
2490,1990,Kiribati,KIR,-1,-1,-1,-1,72412,1256.210651,-1,1990KIR
2491,1990,"Korea, Dem. People’s Rep.",PRK,-1,-1,-1,-1,20293054,-1,-1,1990PRK
2492,1990,"Korea, Rep.",KOR,48.40000153,2.453999996,-1,-1,42869283,8276.034959,-1,1990KOR
2493,1990,Kosovo,XKX,-1,-1,-1,-1,1862000,-1,-1,1990XKX
2494,1990,Kuwait,KWT,-1,-1,-1,-1,2099615,-1,-1,1990KWT
2495,1990,Kyrgyz Republic,KGZ,-1,-1,-1,-1,4391200,2245.792715,-1,1990KGZ
2496,1990,Lao PDR,LAO,-1,-1,-1,-1,4258472,1103.958956,-1,1990LAO
2497,1990,Latvia,LVA,-1,-1,-1,-1,2663151,-1,-1,1990LVA
2498,1990,Lebanon,LBN,-1,-1,-1,-1,2703016,3742.37535,-1,1990LBN
2499,1990,Lesotho,LSO,-1,-1,-1,-1,1603938,891.529024,-1,1990LSO
2500,1990,Liberia,LBR,-1,-1,-1,-1,2097232,-1,-1,1990LBR
2501,1990,Libya,LBY,-1,-1,-1,-1,4436661,-1,-1,1990LBY
2502,1990,Liechtenstein,LIE,-1,0.150000006,-1,-1,28747,-1,-1,1990LIE
2503,1990,Lithuania,LTU,-1,-1,-1,-1,3697838,-1,-1,1990LTU
2504,1990,Luxembourg,LUX,-1,1.607200027,-1,-1,381850,29680.28752,-1,1990LUX
2505,1990,"Macao SAR, China",MAC,-1,-1,-1,-1,343935,26089.45655,-1,1990MAC
2506,1990,Madagascar,MDG,-1,-1,-1,-1,11598633,1068.491219,-1,1990MDG
2507,1990,Malawi,MWI,-1,-1,-1,-1,9437553,480.9991622,-1,1990MWI
2508,1990,Malaysia,MYS,-1,4.5,-1,-1,18038321,6819.885822,-1,1990MYS
2509,1990,Maldives,MDV,-1,-1,-1,-1,223215,-1,-1,1990MDV
2510,1990,Mali,MLI,-1,-1,-1,-1,8465188,822.002533,-1,1990MLI
2511,1990,Malta,MLT,-1,3.900000095,-1,-1,354170,9343.993672,-1,1990MLT
2512,1990,Marshall Islands,MHL,-1,-1,-1,-1,47298,1879.459551,-1,1990MHL
2513,1990,Mauritania,MRT,-1,-1,-1,-1,2030140,1814.084811,-1,1990MRT
2514,1990,Mauritius,MUS,25.79999924,-1,-1,-1,1058775,4774.352414,-1,1990MUS
2515,1990,Mexico,MEX,19.91122055,-1,-1,-1,85357874,6003.536665,-1,1990MEX
2516,1990,"Micronesia, Fed. Sts.",FSM,-1,-1,-1,-1,96331,1758.708959,-1,1990FSM
2517,1990,Moldova,MDA,-1,-1,-1,-1,3696000,-1,-1,1990MDA
2518,1990,Monaco,MCO,-1,-1,-1,-1,29439,-1,-1,1990MCO
2519,1990,Mongolia,MNG,-1,-1,-1,-1,2184145,3310.861431,-1,1990MNG
2520,1990,Montenegro,MNE,-1,-1,-1,-1,606372,-1,-1,1990MNE
2521,1990,Morocco,MAR,-1,15.80000019,-1,-1,24879136,2528.458556,39.2,1990MAR
2522,1990,Mozambique,MOZ,-1,-1,-1,-1,13247649,244.6592082,-1,1990MOZ
2523,1990,Myanmar,MMR,-1,6,-1,-1,40626250,480.2066369,-1,1990MMR
2524,1990,Namibia,NAM,-1,-1,-1,-1,1414692,3740.167578,-1,1990NAM
2525,1990,Nauru,NRU,-1,-1,-1,-1,9155,-1,-1,1990NRU
2526,1990,Nepal,NPL,-1,-1,-1,-1,18749406,774.2732467,-1,1990NPL
2527,1990,Netherlands,NLD,-1,7.669799805,-1,-1,14951510,18910.91252,-1,1990NLD
2528,1990,New Caledonia,NCL,-1,-1,-1,-1,170899,-1,-1,1990NCL
2529,1990,New Zealand,NZL,-1,7.981999874,-1,-1,3329800,14874.73123,-1,1990NZL
2530,1990,Nicaragua,NIC,-1,-1,-1,-1,4144565,1934.79018,-1,1990NIC
2531,1990,Niger,NER,-1,-1,-1,-1,8012861,578.1725818,-1,1990NER
2532,1990,Nigeria,NGA,-1,-1,-1,-1,95269988,2170.889819,-1,1990NGA
2533,1990,North Macedonia,MKD,-1,23.60000038,-1,-1,1996228,5531.935632,-1,1990MKD
2534,1990,Northern Mariana Islands,MNP,-1,-1,-1,-1,42538,-1,-1,1990MNP
2535,1990,Norway,NOR,66.01643372,5.261000156,-1,-1,4241473,18442.12536,-1,1990NOR
2536,1990,Oman,OMN,-1,-1,-1,-1,1812160,22648.88883,-1,1990OMN
2537,1990,Pakistan,PAK,-1,1.970000029,-1,-1,107678614,1974.517294,33.2,1990PAK
2538,1990,Palau,PLW,-1,7.760000229,-1,-1,15088,-1,-1,1990PLW
2539,1990,Panama,PAN,30.84342003,11.60000038,-1,-1,2471009,5076.963602,-1,1990PAN
2540,1990,Papua New Guinea,PNG,-1,7.699999809,-1,-1,4313059,1534.084289,-1,1990PNG
2541,1990,Paraguay,PRY,-1,5.800000191,-1,-1,4213742,5139.119722,40.8,1990PRY
2542,1990,Peru,PER,-1,8.600000381,-1,-1,21826658,3433.763634,-1,1990PER
2543,1990,Philippines,PHL,-1,-1,-1,-1,61947348,2591.926586,-1,1990PHL
2544,1990,Poland,POL,-1,-1,-1,-1,38110782,6178.849301,-1,1990POL
2545,1990,Portugal,PRT,-1,4.64440012,-1,-1,9983218,11769.02249,-1,1990PRT
2546,1990,Puerto Rico,PRI,-1,-1,-1,-1,3537000,14366.16374,-1,1990PRI
2547,1990,Qatar,QAT,-1,-1,-1,-1,476445,-1,-1,1990QAT
2548,1990,Romania,ROU,-1,-1,-1,-1,23201835,5262.409289,-1,1990ROU
2549,1990,Russian Federation,RUS,-1,-1,-1,-1,148292000,8012.802317,-1,1990RUS
2550,1990,Rwanda,RWA,-1,-1,-1,-1,7235798,565.1453625,-1,1990RWA
2551,1990,Samoa,WSM,-1,-1,-1,-1,162866,2358.562479,-1,1990WSM
2552,1990,San Marino,SMR,-1,5.5,-1,-1,24043,-1,-1,1990SMR
2553,1990,Sao Tome and Principe,STP,-1,-1,-1,-1,113893,-1,-1,1990STP
2554,1990,Saudi Arabia,SAU,-1,-1,-1,-1,16326815,27441.43618,-1,1990SAU
2555,1990,Senegal,SEN,-1,-1,-1,-1,7555617,1495.829918,-1,1990SEN
2556,1990,Serbia,SRB,-1,-1,-1,-1,7586000,-1,-1,1990SRB
2557,1990,Seychelles,SYC,-1,-1,-1,-1,69507,9188.613001,-1,1990SYC
2558,1990,Sierra Leone,SLE,-1,-1,-1,-1,4312246,808.2880675,-1,1990SLE
2559,1990,Singapore,SGP,12.83508968,-1,-1,-1,3047132,22198.09649,-1,1990SGP
2560,1990,Sint Maarten (Dutch part),SXM,-1,-1,-1,-1,-1,-1,-1,1990SXM
2561,1990,Slovak Republic,SVK,-1,-1,-1,-1,5299187,-1,-1,1990SVK
2562,1990,Slovenia,SVN,-1,-1,-1,-1,1998161,-1,-1,1990SVN
2563,1990,Solomon Islands,SLB,-1,-1,-1,-1,311840,1217.161305,-1,1990SLB
2564,1990,Somalia,SOM,-1,-1,-1,-1,7397347,-1,-1,1990SOM
2565,1990,South Africa,ZAF,-1,-1,-1,-1,37560525,6269.359382,-1,1990ZAF
2566,1990,South Sudan,SSD,-1,-1,-1,-1,5768481,-1,-1,1990SSD
2567,1990,Spain,ESP,-1,-1,-1,-1,38867322,13634.44232,-1,1990ESP
2568,1990,Sri Lanka,LKA,-1,15.89999962,-1,-1,17329713,2334.77379,32.4,1990LKA
2569,1990,St. Kitts and Nevis,KNA,-1,-1,-1,-1,40834,9865.04407,-1,1990KNA
2570,1990,St. Lucia,LCA,-1,-1,-1,-1,138185,6206.229662,-1,1990LCA
2571,1990,St. Martin (French part),MAF,-1,-1,-1,-1,30036,-1,-1,1990MAF
2572,1990,St. Vincent and the Grenadines,VCT,-1,-1,-1,-1,107505,3604.049279,-1,1990VCT
2573,1990,Sudan,SDN,-1,-1,-1,-1,20147590,1126.84678,-1,1990SDN
2574,1990,Suriname,SUR,-1,15.64999962,-1,-1,407472,6694.728916,-1,1990SUR
2575,1990,Sweden,SWE,58.78475189,1.832000017,-1,-1,8558835,20107.97723,-1,1990SWE
2576,1990,Switzerland,CHE,-1,-1,-1,-1,6715519,27609.04592,-1,1990CHE
2577,1990,Syrian Arab Republic,SYR,-1,-1,-1,-1,12446171,-1,-1,1990SYR
2578,1990,Tajikistan,TJK,-1,-1,-1,-1,5283728,2366.483668,-1,1990TJK
2579,1990,Tanzania,TZA,-1,-1,-1,-1,25459604,951.7795331,-1,1990TZA
2580,1990,Thailand,THA,-1,2.210000038,-1,-1,56582821,4298.39894,45.3,1990THA
2581,1990,Timor-Leste,TLS,-1,-1,-1,-1,751933,-1,-1,1990TLS
2582,1990,Togo,TGO,-1,-1,-1,-1,3786940,836.4515973,-1,1990TGO
2583,1990,Tonga,TON,-1,4.159999847,-1,-1,95153,2310.120473,-1,1990TON
2584,1990,Trinidad and Tobago,TTO,-1,-1,-1,-1,1221900,7921.078926,-1,1990TTO
2585,1990,Tunisia,TUN,-1,-1,-1,-1,8232797,3629.1202,40.2,1990TUN
2586,1990,Turkey,TUR,-1,8.015000343,-1,-1,53921699,6146.258388,-1,1990TUR
2587,1990,Turkmenistan,TKM,-1,-1,-1,-1,3683966,5375.394828,-1,1990TKM
2588,1990,Turks and Caicos Islands,TCA,-1,-1,-1,-1,11552,-1,-1,1990TCA
2589,1990,Tuvalu,TUV,-1,-1,-1,-1,9003,1521.284266,-1,1990TUV
2590,1990,Uganda,UGA,-1,-1,-1,-1,17438907,497.3225639,-1,1990UGA
2591,1990,Ukraine,UKR,-1,-1,-1,-1,51892000,6763.203058,-1,1990UKR
2592,1990,United Arab Emirates,ARE,-1,-1,-1,-1,1860174,71376.15091,-1,1990ARE
2593,1990,United Kingdom,GBR,-1,-1,-1,-1,57247586,16934.43255,-1,1990GBR
2594,1990,United States,USA,-1,5.599999905,-1,-1,249623000,23954.47935,-1,1990USA
2595,1990,Uruguay,URY,-1,8.529999733,-1,-1,3109989,6360.382528,-1,1990URY
2596,1990,Uzbekistan,UZB,-1,-1,-1,-1,20510000,1984.903407,-1,1990UZB
2597,1990,Vanuatu,VUT,-1,-1,-1,-1,146634,1647.689036,-1,1990VUT
2598,1990,"Venezuela, RB",VEN,-1,-1,-1,-1,19861956,9339.95443,-1,1990VEN
2599,1990,Vietnam,VNM,-1,-1,-1,-1,68209605,939.0427192,-1,1990VNM
2600,1990,Virgin Islands (U.S.),VIR,-1,-1,-1,-1,103963,-1,-1,1990VIR
2601,1990,West Bank and Gaza,PSE,-1,-1,-1,-1,1978248,-1,-1,1990PSE
2602,1990,"Yemen, Rep.",YEM,-1,-1,-1,-1,12057039,2150.416404,-1,1990YEM
2603,1990,Zambia,ZMB,15.92284966,15,-1,-1,8027253,1513.668718,-1,1990ZMB
2604,1990,Zimbabwe,ZWE,-1,-1,-1,-1,10183113,1866.984094,-1,1990ZWE
2605,1991,Afghanistan,AFG,-1,-1,-1,-1,12993657,-1,-1,1991AFG
2606,1991,Albania,ALB,-1,9.100000381,-1,-1,3266790,1909.591657,-1,1991ALB
2607,1991,Algeria,DZA,-1,20.60000038,-1,-1,26554329,6591.301496,-1,1991DZA
2608,1991,American Samoa,ASM,-1,-1,-1,-1,48375,-1,-1,1991ASM
2609,1991,Andorra,AND,-1,-1,-1,-1,56671,-1,-1,1991AND
2610,1991,Angola,AGO,-1,-1,-1,-1,12553446,3030.931486,-1,1991AGO
2611,1991,Antigua and Barbuda,ATG,-1,6,-1,-1,67307,11076.67952,-1,1991ATG
2612,1991,Argentina,ARG,-1,-1,-1,-1,33193918,8145.332833,46.8,1991ARG
2613,1991,Armenia,ARM,-1,-1,-1,-1,3505251,2227.669456,-1,1991ARM
2614,1991,Aruba,ABW,-1,6.079999924,-1,-1,64622,25754.13137,-1,1991ABW
2615,1991,Australia,AUS,-1,9.579199791,-1,-1,17284000,17788.91338,-1,1991AUS
2616,1991,Austria,AUT,-1,-1,-1,-1,7754891,20585.15301,-1,1991AUT
2617,1991,Azerbaijan,AZE,-1,0.109999999,-1,-1,7271000,5558.818413,-1,1991AZE
2618,1991,"Bahamas, The",BHS,-1,12.17000008,-1,-1,261116,19469.28011,-1,1991BHS
2619,1991,Bahrain,BHR,-1,-1,-1,-1,509765,25375.91828,-1,1991BHR
2620,1991,Bangladesh,BGD,-1,2.200000048,-1,-1,108727432,869.3353283,27.6,1991BGD
2621,1991,Barbados,BRB,-1,7.519999981,-1,-1,261275,9051.090952,-1,1991BRB
2622,1991,Belarus,BLR,-1,0.050000001,-1,-1,10194000,5517.865517,-1,1991BLR
2623,1991,Belgium,BEL,-1,-1,-1,-1,10004486,19675.76232,-1,1991BEL
2624,1991,Belize,BLZ,-1,-1,-1,-1,191126,3737.063534,-1,1991BLZ
2625,1991,Benin,BEN,-1,-1,-1,-1,5149499,984.313665,-1,1991BEN
2626,1991,Bermuda,BMU,-1,-1,-1,-1,59021,26261.12594,-1,1991BMU
2627,1991,Bhutan,BTN,-1,-1,-1,-1,537284,1546.558798,-1,1991BTN
2628,1991,Bolivia,BOL,-1,6.590000153,-1,-1,6992521,2555.4689,-1,1991BOL
2629,1991,Bosnia and Herzegovina,BIH,-1,-1,-1,-1,4371603,-1,-1,1991BIH
2630,1991,Botswana,BWA,-1,13.81999969,-1,-1,1416731,5541.581706,-1,1991BWA
2631,1991,Brazil,BRA,-1,-1,-1,-1,151976577,6892.126837,-1,1991BRA
2632,1991,British Virgin Islands,VGB,20.21216965,3.289999962,-1,-1,16934,-1,-1,1991VGB
2633,1991,Brunei Darussalam,BRN,-1,4.699999809,-1,-1,266274,56686.65688,-1,1991BRN
2634,1991,Bulgaria,BGR,-1,11.10000038,-1,-1,8632367,4959.814879,-1,1991BGR
2635,1991,Burkina Faso,BFA,-1,-1,-1,-1,9050084,598.7899946,-1,1991BFA
2636,1991,Burundi,BDI,-1,-1,-1,-1,5542048,707.0273983,-1,1991BDI
2637,1991,Cabo Verde,CPV,-1,-1,-1,-1,349934,1096.280989,-1,1991CPV
2638,1991,Cambodia,KHM,-1,-1,-1,-1,9286976,-1,-1,1991KHM
2639,1991,Cameroon,CMR,-1,-1,-1,-1,12060729,1884.808704,-1,1991CMR
2640,1991,Canada,CAN,49.35451889,-1,-1,-1,28171682,20060.67282,31,1991CAN
2641,1991,Cayman Islands,CYM,-1,5.909999847,-1,-1,26213,-1,-1,1991CYM
2642,1991,Central African Republic,CAF,-1,-1,-1,-1,3014624,599.1270318,-1,1991CAF
2643,1991,Chad,TCD,-1,-1,-1,-1,6150081,779.6105169,-1,1991TCD
2644,1991,Channel Islands,CHI,-1,-1,-1,-1,141568,-1,-1,1991CHI
2645,1991,Chile,CHL,-1,5.230000019,-1,-1,13457244,4947.36936,-1,1991CHL
2646,1991,China,CHN,-1,2.299999952,-1,-1,1150780000,1099.052228,-1,1991CHN
2647,1991,Colombia,COL,-1,10.11999989,-1,-1,34916766,4991.542001,-1,1991COL
2648,1991,Comoros,COM,-1,-1,-1,-1,423872,1583.164219,-1,1991COM
2649,1991,"Congo, Dem. Rep.",COD,-1,-1,-1,-1,35914825,817.4872291,-1,1991COD
2650,1991,"Congo, Rep.",COG,-1,-1,-1,-1,2507772,3420.883123,-1,1991COG
2651,1991,Costa Rica,CRI,-1,5.373000145,-1,-1,3175649,5195.642148,46.6,1991CRI
2652,1991,Cote d'Ivoire,CIV,-1,-1,-1,-1,12710008,2059.565221,-1,1991CIV
2653,1991,Croatia,HRV,-1,11.14000034,-1,-1,4510000,-1,-1,1991HRV
2654,1991,Cuba,CUB,-1,-1,-1,-1,10663585,-1,-1,1991CUB
2655,1991,Curacao,CUW,-1,-1,-1,-1,144403,-1,-1,1991CUW
2656,1991,Cyprus,CYP,-1,3,-1,-1,783129,13367.81103,-1,1991CYP
2657,1991,Czech Republic,CZE,-1,-1,-1,-1,10308578,11595.70126,-1,1991CZE
2658,1991,Denmark,DNK,57.83618164,-1,-1,-1,5154298,19044.60268,-1,1991DNK
2659,1991,Djibouti,DJI,-1,-1,-1,-1,606844,-1,-1,1991DJI
2660,1991,Dominica,DMA,-1,9.529999733,-1,-1,70842,4479.656402,-1,1991DMA
2661,1991,Dominican Republic,DOM,-1,-1,-1,-1,7325622,3620.810015,-1,1991DOM
2662,1991,Ecuador,ECU,-1,8.18999958,-1,-1,10460990,5083.468049,-1,1991ECU
2663,1991,"Egypt, Arab Rep.",EGY,-1,9.380000114,-1,-1,58752390,3805.713156,-1,1991EGY
2664,1991,El Salvador,SLV,-1,7.53000021,-1,-1,5326657,3038.990744,54,1991SLV
2665,1991,Equatorial Guinea,GNQ,-1,-1,-1,-1,440624,640.032459,-1,1991GNQ
2666,1991,Eritrea,ERI,-1,-1,-1,-1,3127297,-1,-1,1991ERI
2667,1991,Estonia,EST,-1,-1,-1,-1,1561314,-1,-1,1991EST
2668,1991,Eswatini,SWZ,-1,-1,-1,-1,885623,3554.937384,-1,1991SWZ
2669,1991,Ethiopia,ETH,-1,-1,-1,-1,49821083,390.2505295,-1,1991ETH
2670,1991,Faroe Islands,FRO,-1,-1,-1,-1,47457,-1,-1,1991FRO
2671,1991,Fiji,FJI,-1,5.929999828,-1,-1,735473,3792.616197,-1,1991FJI
2672,1991,Finland,FIN,-1,6.502999783,-1,-1,5013740,17557.46288,-1,1991FIN
2673,1991,France,FRA,-1,9.13409996,-1,-1,58559311,18322.66249,-1,1991FRA
2674,1991,French Polynesia,PYF,-1,-1,-1,-1,202016,-1,-1,1991PYF
2675,1991,Gabon,GAB,-1,-1,-1,-1,978223,13452.08257,-1,1991GAB
2676,1991,"Gambia, The",GMB,-1,-1,-1,-1,949493,1001.597286,-1,1991GMB
2677,1991,Georgia,GEO,-1,-1,-1,-1,4835900,4177.738249,-1,1991GEO
2678,1991,Germany,DEU,-1,-1,-1,-1,80013896,20952.52849,29.2,1991DEU
2679,1991,Ghana,GHA,-1,-1,-1,-1,15039514,1312.804024,38.4,1991GHA
2680,1991,Gibraltar,GIB,-1,6.440000057,-1,-1,29212,-1,-1,1991GIB
2681,1991,Greece,GRC,30.70000076,-1,-1,-1,10319927,13997.53683,-1,1991GRC
2682,1991,Greenland,GRL,-1,-1,-1,-1,55500,-1,-1,1991GRL
2683,1991,Grenada,GRD,-1,13.90999985,-1,-1,96454,4894.617767,-1,1991GRD
2684,1991,Guam,GUM,-1,3.50909996,-1,-1,133558,-1,-1,1991GUM
2685,1991,Guatemala,GTM,-1,-1,-1,-1,9483270,3449.436126,-1,1991GTM
2686,1991,Guinea,GIN,-1,-1,-1,-1,6374329,917.02425,46.8,1991GIN
2687,1991,Guinea-Bissau,GNB,-1,-1,-1,-1,1037155,1078.215632,-1,1991GNB
2688,1991,Guyana,GUY,-1,-1,-1,-1,744289,2033.910368,-1,1991GUY
2689,1991,Haiti,HTI,-1,-1,-1,-1,7243391,1397.355858,-1,1991HTI
2690,1991,Honduras,HND,-1,4.579999924,-1,-1,5099951,2012.349713,51.9,1991HND
2691,1991,"Hong Kong SAR, China",HKG,36.16254044,1.799999952,-1,-1,5752000,18884.53742,-1,1991HKG
2692,1991,Hungary,HUN,-1,8.5,-1,-1,10373400,8311.264686,-1,1991HUN
2693,1991,Iceland,ISL,-1,2.548000097,-1,-1,257797,22050.63115,-1,1991ISL
2694,1991,India,IND,-1,-1,-1,-1,888054875,1160.459827,-1,1991IND
2695,1991,Indonesia,IDN,-1,2.539999962,-1,-1,184615979,3245.683914,-1,1991IDN
2696,1991,"Iran, Islamic Rep.",IRN,-1,11.10000038,-1,-1,57375584,8379.374425,-1,1991IRN
2697,1991,Iraq,IRQ,-1,-1,-1,-1,17942715,2693.444986,-1,1991IRQ
2698,1991,Ireland,IRL,41.67169189,15.77519989,-1,-1,3534235,14394.03949,-1,1991IRL
2699,1991,Isle of Man,IMN,-1,-1,-1,-1,69096,-1,-1,1991IMN
2700,1991,Israel,ISR,-1,13.38700008,-1,-1,4949000,15772.55082,-1,1991ISR
2701,1991,Italy,ITA,-1,-1,-1,-1,56758521,19456.30276,-1,1991ITA
2702,1991,Jamaica,JAM,-1,15.73999977,44.6,-1,2443689,5062.158742,-1,1991JAM
2703,1991,Japan,JPN,-1,2.099999905,-1,-1,123921000,20770.46104,-1,1991JPN
2704,1991,Jordan,JOR,-1,-1,-1,-1,3753433,4053.249154,-1,1991JOR
2705,1991,Kazakhstan,KAZ,-1,0.050000001,-1,-1,16450500,7708.657901,-1,1991KAZ
2706,1991,Kenya,KEN,-1,-1,-1,-1,24179598,1560.787337,-1,1991KEN
2707,1991,Kiribati,KIR,-1,-1,-1,-1,73700,1275.339192,-1,1991KIR
2708,1991,"Korea, Dem. People’s Rep.",PRK,-1,-1,-1,-1,20609150,-1,-1,1991PRK
2709,1991,"Korea, Rep.",KOR,-1,2.407000065,-1,-1,43295704,9343.977813,-1,1991KOR
2710,1991,Kosovo,XKX,-1,-1,-1,-1,1898000,-1,-1,1991XKX
2711,1991,Kuwait,KWT,-1,-1,-1,-1,2035661,-1,-1,1991KWT
2712,1991,Kyrgyz Republic,KGZ,-1,-1,-1,-1,4463600,2103.672424,-1,1991KGZ
2713,1991,Lao PDR,LAO,-1,-1,-1,-1,4380073,1156.686199,-1,1991LAO
2714,1991,Latvia,LVA,-1,-1,-1,-1,2650581,-1,-1,1991LVA
2715,1991,Lebanon,LBN,-1,-1,-1,-1,2752462,5675.225357,-1,1991LBN
2716,1991,Lesotho,LSO,-1,-1,-1,-1,1634517,966.9455548,-1,1991LSO
2717,1991,Liberia,LBR,-1,-1,-1,-1,2060267,-1,-1,1991LBR
2718,1991,Libya,LBY,-1,-1,-1,-1,4544293,-1,-1,1991LBY
2719,1991,Liechtenstein,LIE,-1,0.519999981,-1,-1,29108,-1,-1,1991LIE
2720,1991,Lithuania,LTU,-1,-1,-1,-1,3704134,-1,-1,1991LTU
2721,1991,Luxembourg,LUX,-1,1.48239994,-1,-1,387000,32875.80626,-1,1991LUX
2722,1991,"Macao SAR, China",MAC,25.86111069,3.00999999,-1,-1,353764,27168.06689,-1,1991MAC
2723,1991,Madagascar,MDG,-1,-1,-1,-1,11942819,1004.584542,-1,1991MDG
2724,1991,Malawi,MWI,-1,-1,-1,-1,9641153,528.9872961,-1,1991MWI
2725,1991,Malaysia,MYS,-1,-1,-1,-1,18529454,7514.934249,-1,1991MYS
2726,1991,Maldives,MDV,-1,-1,-1,-1,229754,-1,-1,1991MDV
2727,1991,Mali,MLI,-1,-1,-1,-1,8652514,928.5740111,-1,1991MLI
2728,1991,Malta,MLT,-1,3.599999905,-1,-1,363845,9986.275656,-1,1991MLT
2729,1991,Marshall Islands,MHL,-1,-1,-1,-1,48475,1896.529712,-1,1991MHL
2730,1991,Mauritania,MRT,-1,-1,-1,-1,2085202,1857.601595,-1,1991MRT
2731,1991,Mauritius,MUS,-1,-1,-1,-1,1070266,5096.764046,-1,1991MUS
2732,1991,Mexico,MEX,-1,3.046999931,-1,-1,87071512,6346.799808,-1,1991MEX
2733,1991,"Micronesia, Fed. Sts.",FSM,-1,-1,-1,-1,98799,1903.454513,-1,1991FSM
