xyz,continent_code,continent,country,codecountry,year,suicides_no
1525,EU,Europe,Ireland,IRL,1996,408
1526,EU,Europe,Ireland,IRL,1997,466
1527,EU,Europe,Ireland,IRL,1998,498
1528,EU,Europe,Ireland,IRL,1999,424
1529,EU,Europe,Ireland,IRL,2000,463
1530,EU,Europe,Ireland,IRL,2001,488
1531,EU,Europe,Ireland,IRL,2002,449
1532,EU,Europe,Ireland,IRL,2003,454
1533,EU,Europe,Ireland,IRL,2004,464
1534,EU,Europe,Ireland,IRL,2005,451
1535,EU,Europe,Ireland,IRL,2006,452
1536,EU,Europe,Ireland,IRL,2007,458
1537,EU,Europe,Ireland,IRL,2008,506
1538,EU,Europe,Ireland,IRL,2009,527
1539,EU,Europe,Ireland,IRL,2010,486
1540,EU,Europe,Ireland,IRL,2011,554
1541,EU,Europe,Ireland,IRL,2012,542
1542,EU,Europe,Ireland,IRL,2013,487
1543,EU,Europe,Ireland,IRL,2014,486
1544,AS,Asia,Israel,ISR,1979,249
1545,AS,Asia,Israel,ISR,1980,231
1546,AS,Asia,Israel,ISR,1981,210
1547,AS,Asia,Israel,ISR,1982,208
1548,AS,Asia,Israel,ISR,1983,245
1549,AS,Asia,Israel,ISR,1984,226
1550,AS,Asia,Israel,ISR,1985,234
1551,AS,Asia,Israel,ISR,1986,278
1552,AS,Asia,Israel,ISR,1987,271
1553,AS,Asia,Israel,ISR,1988,303
1554,AS,Asia,Israel,ISR,1989,353
1555,AS,Asia,Israel,ISR,1990,304
1556,AS,Asia,Israel,ISR,1991,359
1557,AS,Asia,Israel,ISR,1992,381
1558,AS,Asia,Israel,ISR,1993,371
1559,AS,Asia,Israel,ISR,1994,416
1560,AS,Asia,Israel,ISR,1995,360
1561,AS,Asia,Israel,ISR,1996,306
1562,AS,Asia,Israel,ISR,1997,379
1563,AS,Asia,Israel,ISR,1998,318
1564,AS,Asia,Israel,ISR,1999,368
1565,AS,Asia,Israel,ISR,2000,394
1566,AS,Asia,Israel,ISR,2001,398
1567,AS,Asia,Israel,ISR,2002,382
1568,AS,Asia,Israel,ISR,2003,417
1569,AS,Asia,Israel,ISR,2004,411
1570,AS,Asia,Israel,ISR,2005,425
1571,AS,Asia,Israel,ISR,2006,367
1572,AS,Asia,Israel,ISR,2007,326
1573,AS,Asia,Israel,ISR,2008,354
1574,AS,Asia,Israel,ISR,2009,404
1575,AS,Asia,Israel,ISR,2010,480
1576,AS,Asia,Israel,ISR,2011,409
1577,AS,Asia,Israel,ISR,2012,430
1578,AS,Asia,Israel,ISR,2013,372
1579,AS,Asia,Israel,ISR,2014,382
1580,AS,Asia,Israel,ISR,2015,342
1581,EU,Europe,Italy,ITA,1979,3970
1582,EU,Europe,Italy,ITA,1980,4155
1583,EU,Europe,Italy,ITA,1981,3933
1584,EU,Europe,Italy,ITA,1982,4197
1585,EU,Europe,Italy,ITA,1983,4305
1586,EU,Europe,Italy,ITA,1984,4454
1587,EU,Europe,Italy,ITA,1985,4759
1588,EU,Europe,Italy,ITA,1986,4691
1589,EU,Europe,Italy,ITA,1987,4516
1590,EU,Europe,Italy,ITA,1988,4381
1591,EU,Europe,Italy,ITA,1989,4342
1592,EU,Europe,Italy,ITA,1990,4402
1593,EU,Europe,Italy,ITA,1991,4453
1594,EU,Europe,Italy,ITA,1992,4543
1595,EU,Europe,Italy,ITA,1993,4697
1596,EU,Europe,Italy,ITA,1994,4536
1597,EU,Europe,Italy,ITA,1995,4569
1598,EU,Europe,Italy,ITA,1996,4689
1599,EU,Europe,Italy,ITA,1997,4694
1600,EU,Europe,Italy,ITA,1998,4504
1601,EU,Europe,Italy,ITA,1999,4115
1602,EU,Europe,Italy,ITA,2000,4108
1603,EU,Europe,Italy,ITA,2001,4030
1604,EU,Europe,Italy,ITA,2002,4069
1605,EU,Europe,Italy,ITA,2003,4075
1606,EU,Europe,Italy,ITA,2004,3986
1607,EU,Europe,Italy,ITA,2005,3742
1608,EU,Europe,Italy,ITA,2006,3700
1609,EU,Europe,Italy,ITA,2007,3757
1610,EU,Europe,Italy,ITA,2008,3904
1611,EU,Europe,Italy,ITA,2009,3974
1612,EU,Europe,Italy,ITA,2010,3989
1613,EU,Europe,Italy,ITA,2011,4153
1614,EU,Europe,Italy,ITA,2012,4257
1615,EU,Europe,Italy,ITA,2013,4290
1616,EU,Europe,Italy,ITA,2014,4147
1617,EU,Europe,Italy,ITA,2015,3988
1618,NA,North America,Jamaica,JAM,1980,0
1619,NA,North America,Jamaica,JAM,1981,2
1620,NA,North America,Jamaica,JAM,1982,1
1621,NA,North America,Jamaica,JAM,1983,7
1622,NA,North America,Jamaica,JAM,1984,4
1623,NA,North America,Jamaica,JAM,1985,8
1624,NA,North America,Jamaica,JAM,1986,1
1625,NA,North America,Jamaica,JAM,1987,13
1626,NA,North America,Jamaica,JAM,1988,5
1627,NA,North America,Jamaica,JAM,1989,0
1628,NA,North America,Jamaica,JAM,1990,3
1629,NA,North America,Jamaica,JAM,1991,1
1630,NA,North America,Jamaica,JAM,2000,3
1631,NA,North America,Jamaica,JAM,2001,5
1632,NA,North America,Jamaica,JAM,2002,2
1633,NA,North America,Jamaica,JAM,2003,2
1634,NA,North America,Jamaica,JAM,2004,1
1635,NA,North America,Jamaica,JAM,2005,51
1636,NA,North America,Jamaica,JAM,2006,0
1637,NA,North America,Jamaica,JAM,2009,36
1638,NA,North America,Jamaica,JAM,2010,3
1639,NA,North America,Jamaica,JAM,2011,50
1640,AS,Asia,Japan,JPN,1979,20711
1641,AS,Asia,Japan,JPN,1980,20416
1642,AS,Asia,Japan,JPN,1981,19976
1643,AS,Asia,Japan,JPN,1982,20535
1644,AS,Asia,Japan,JPN,1983,24853
1645,AS,Asia,Japan,JPN,1984,24221
1646,AS,Asia,Japan,JPN,1985,23257
1647,AS,Asia,Japan,JPN,1986,25484
1648,AS,Asia,Japan,JPN,1987,23663
1649,AS,Asia,Japan,JPN,1988,22676
1650,AS,Asia,Japan,JPN,1989,21013
1651,AS,Asia,Japan,JPN,1990,20002
1652,AS,Asia,Japan,JPN,1991,19780
1653,AS,Asia,Japan,JPN,1992,20756
1654,AS,Asia,Japan,JPN,1993,20353
1655,AS,Asia,Japan,JPN,1994,20744
1656,AS,Asia,Japan,JPN,1995,21249
1657,AS,Asia,Japan,JPN,1996,21967
1658,AS,Asia,Japan,JPN,1997,23280
1659,AS,Asia,Japan,JPN,1998,31458
1660,AS,Asia,Japan,JPN,1999,31115
1661,AS,Asia,Japan,JPN,2000,29989
1662,AS,Asia,Japan,JPN,2001,29132
1663,AS,Asia,Japan,JPN,2002,29715
1664,AS,Asia,Japan,JPN,2003,31881
1665,AS,Asia,Japan,JPN,2004,30034
1666,AS,Asia,Japan,JPN,2005,30369
1667,AS,Asia,Japan,JPN,2006,29769
1668,AS,Asia,Japan,JPN,2007,30665
1669,AS,Asia,Japan,JPN,2008,30073
1670,AS,Asia,Japan,JPN,2009,30523
1671,AS,Asia,Japan,JPN,2010,29411
1672,AS,Asia,Japan,JPN,2011,28766
1673,AS,Asia,Japan,JPN,2012,26338
1674,AS,Asia,Japan,JPN,2013,25991
1675,AS,Asia,Japan,JPN,2014,24357
1676,AS,Asia,Japan,JPN,2015,23092
1677,AS,Asia,Jordan,JOR,2008,5
1678,AS,Asia,Jordan,JOR,2009,14
1679,AS,Asia,Jordan,JOR,2010,18
1680,AS,Asia,Jordan,JOR,2011,19
1681,AS,Asia,Jordan,JOR,2012,31
1682,AS,Asia,Kazakhstan,KAZ,1981,3389
1683,AS,Asia,Kazakhstan,KAZ,1982,3370
1684,AS,Asia,Kazakhstan,KAZ,1985,3528
1685,AS,Asia,Kazakhstan,KAZ,1986,2665
1686,AS,Asia,Kazakhstan,KAZ,1987,2648
1687,AS,Asia,Kazakhstan,KAZ,1988,2780
1688,AS,Asia,Kazakhstan,KAZ,1989,3225
1689,AS,Asia,Kazakhstan,KAZ,1990,3172
1690,AS,Asia,Kazakhstan,KAZ,1991,3082
1691,AS,Asia,Kazakhstan,KAZ,1992,3356
1692,AS,Asia,Kazakhstan,KAZ,1993,4019
1693,AS,Asia,Kazakhstan,KAZ,1994,4024
1694,AS,Asia,Kazakhstan,KAZ,1995,4706
1695,AS,Asia,Kazakhstan,KAZ,1996,4773
1696,AS,Asia,Kazakhstan,KAZ,1997,4642
1697,AS,Asia,Kazakhstan,KAZ,1998,4313
1698,AS,Asia,Kazakhstan,KAZ,1999,3991
1699,AS,Asia,Kazakhstan,KAZ,2000,4428
1700,AS,Asia,Kazakhstan,KAZ,2001,4377
1701,AS,Asia,Kazakhstan,KAZ,2002,4240
1702,AS,Asia,Kazakhstan,KAZ,2003,4321
1703,AS,Asia,Kazakhstan,KAZ,2004,4394
1704,AS,Asia,Kazakhstan,KAZ,2005,3903
1705,AS,Asia,Kazakhstan,KAZ,2006,4076
1706,AS,Asia,Kazakhstan,KAZ,2007,4141
1707,AS,Asia,Kazakhstan,KAZ,2008,3997
1708,AS,Asia,Kazakhstan,KAZ,2009,3838
1709,AS,Asia,Kazakhstan,KAZ,2010,3609
1710,AS,Asia,Kazakhstan,KAZ,2011,3401
1711,AS,Asia,Kazakhstan,KAZ,2012,3240
1712,AS,Asia,Kazakhstan,KAZ,2013,3512
1713,AS,Asia,Kazakhstan,KAZ,2014,3119
1714,AS,Asia,Kazakhstan,KAZ,2015,2872
1715,OC,Oceania,Kiribati,KIR,1991,10
1716,OC,Oceania,Kiribati,KIR,1992,4
1717,OC,Oceania,Kiribati,KIR,1993,12
1718,OC,Oceania,Kiribati,KIR,1994,10
1719,OC,Oceania,Kiribati,KIR,1995,2
1720,OC,Oceania,Kiribati,KIR,1996,6
1721,OC,Oceania,Kiribati,KIR,1997,5
1722,OC,Oceania,Kiribati,KIR,1998,4
1723,OC,Oceania,Kiribati,KIR,1999,0
1724,OC,Oceania,Kiribati,KIR,2000,0
1725,OC,Oceania,Kiribati,KIR,2001,0
1726,AS,Asia,Kuwait,KWT,1979,4
1727,AS,Asia,Kuwait,KWT,1980,10
1728,AS,Asia,Kuwait,KWT,1981,10
1729,AS,Asia,Kuwait,KWT,1982,2
1730,AS,Asia,Kuwait,KWT,1983,7
1731,AS,Asia,Kuwait,KWT,1984,14
1732,AS,Asia,Kuwait,KWT,1985,17
1733,AS,Asia,Kuwait,KWT,1986,16
1734,AS,Asia,Kuwait,KWT,1987,16
1735,AS,Asia,Kuwait,KWT,1993,18
1736,AS,Asia,Kuwait,KWT,1994,30
1737,AS,Asia,Kuwait,KWT,1995,26
1738,AS,Asia,Kuwait,KWT,1996,30
1739,AS,Asia,Kuwait,KWT,1997,33
1740,AS,Asia,Kuwait,KWT,1998,35
1741,AS,Asia,Kuwait,KWT,1999,46
1742,AS,Asia,Kuwait,KWT,2000,34
1743,AS,Asia,Kuwait,KWT,2001,30
1744,AS,Asia,Kuwait,KWT,2002,45
1745,AS,Asia,Kuwait,KWT,2003,44
1746,AS,Asia,Kuwait,KWT,2004,45
1747,AS,Asia,Kuwait,KWT,2005,52
1748,AS,Asia,Kuwait,KWT,2006,45
1749,AS,Asia,Kuwait,KWT,2007,51
1750,AS,Asia,Kuwait,KWT,2008,47
1751,AS,Asia,Kuwait,KWT,2009,61
1752,AS,Asia,Kuwait,KWT,2010,39
1753,AS,Asia,Kuwait,KWT,2011,41
1754,AS,Asia,Kuwait,KWT,2012,56
1755,AS,Asia,Kuwait,KWT,2013,41
1756,AS,Asia,Kuwait,KWT,2014,68
1790,EU,Europe,Latvia,LVA,1980,825
1791,EU,Europe,Latvia,LVA,1981,844
1792,EU,Europe,Latvia,LVA,1982,868
1793,EU,Europe,Latvia,LVA,1983,852
1794,EU,Europe,Latvia,LVA,1984,874
1795,EU,Europe,Latvia,LVA,1985,757
1796,EU,Europe,Latvia,LVA,1986,657
1797,EU,Europe,Latvia,LVA,1987,611
1798,EU,Europe,Latvia,LVA,1988,613
1799,EU,Europe,Latvia,LVA,1989,685
1800,EU,Europe,Latvia,LVA,1990,695
1801,EU,Europe,Latvia,LVA,1991,757
1802,EU,Europe,Latvia,LVA,1992,921
1803,EU,Europe,Latvia,LVA,1993,1099
1804,EU,Europe,Latvia,LVA,1994,1033
1805,EU,Europe,Latvia,LVA,1995,1024
1806,EU,Europe,Latvia,LVA,1996,922
1807,EU,Europe,Latvia,LVA,1997,886
1808,EU,Europe,Latvia,LVA,1998,839
1809,EU,Europe,Latvia,LVA,1999,763
1810,EU,Europe,Latvia,LVA,2000,770
1811,EU,Europe,Latvia,LVA,2001,708
1812,EU,Europe,Latvia,LVA,2002,670
1813,EU,Europe,Latvia,LVA,2003,604
1814,EU,Europe,Latvia,LVA,2004,563
1815,EU,Europe,Latvia,LVA,2005,564
1816,EU,Europe,Latvia,LVA,2006,487
1817,EU,Europe,Latvia,LVA,2007,453
1818,EU,Europe,Latvia,LVA,2008,527
1819,EU,Europe,Latvia,LVA,2009,516
1820,EU,Europe,Latvia,LVA,2010,438
1821,EU,Europe,Latvia,LVA,2011,440
1822,EU,Europe,Latvia,LVA,2012,444
1823,EU,Europe,Latvia,LVA,2013,383
1824,EU,Europe,Latvia,LVA,2014,382
1825,EU,Europe,Latvia,LVA,2015,387
1826,EU,Europe,Lithuania,LTU,1981,1155
1827,EU,Europe,Lithuania,LTU,1982,1173
1828,EU,Europe,Lithuania,LTU,1985,1208
1829,EU,Europe,Lithuania,LTU,1986,910
1830,EU,Europe,Lithuania,LTU,1987,1050
1831,EU,Europe,Lithuania,LTU,1988,969
1832,EU,Europe,Lithuania,LTU,1989,998
1833,EU,Europe,Lithuania,LTU,1990,967
1834,EU,Europe,Lithuania,LTU,1991,1141
1835,EU,Europe,Lithuania,LTU,1992,1292
1836,EU,Europe,Lithuania,LTU,1993,1560
1837,EU,Europe,Lithuania,LTU,1994,1700
1838,EU,Europe,Lithuania,LTU,1995,1694
1839,EU,Europe,Lithuania,LTU,1996,1722
1840,EU,Europe,Lithuania,LTU,1997,1632
1841,EU,Europe,Lithuania,LTU,1998,1553
1842,EU,Europe,Lithuania,LTU,1999,1550
1843,EU,Europe,Lithuania,LTU,2000,1631
1844,EU,Europe,Lithuania,LTU,2001,1533
1845,EU,Europe,Lithuania,LTU,2002,1551
1846,EU,Europe,Lithuania,LTU,2003,1455
1847,EU,Europe,Lithuania,LTU,2004,1380
1848,EU,Europe,Lithuania,LTU,2005,1319
1849,EU,Europe,Lithuania,LTU,2006,1049
1850,EU,Europe,Lithuania,LTU,2007,1025
1851,EU,Europe,Lithuania,LTU,2008,1111
1852,EU,Europe,Lithuania,LTU,2009,1138
1853,EU,Europe,Lithuania,LTU,2010,1018
1854,EU,Europe,Lithuania,LTU,2011,1018
1855,EU,Europe,Lithuania,LTU,2012,927
1856,EU,Europe,Lithuania,LTU,2013,1085
1857,EU,Europe,Lithuania,LTU,2014,930
1858,EU,Europe,Lithuania,LTU,2015,896
1859,EU,Europe,Lithuania,LTU,2016,826
1860,EU,Europe,Luxembourg,LUX,1979,73
1861,EU,Europe,Luxembourg,LUX,1980,47
1862,EU,Europe,Luxembourg,LUX,1981,61
1863,EU,Europe,Luxembourg,LUX,1982,78
1864,EU,Europe,Luxembourg,LUX,1983,81
1865,EU,Europe,Luxembourg,LUX,1984,69
1866,EU,Europe,Luxembourg,LUX,1985,55
1867,EU,Europe,Luxembourg,LUX,1986,51
1868,EU,Europe,Luxembourg,LUX,1987,74
1869,EU,Europe,Luxembourg,LUX,1988,69
1870,EU,Europe,Luxembourg,LUX,1989,73
1871,EU,Europe,Luxembourg,LUX,1990,68
1872,EU,Europe,Luxembourg,LUX,1991,77
1873,EU,Europe,Luxembourg,LUX,1992,59
1874,EU,Europe,Luxembourg,LUX,1993,64
1875,EU,Europe,Luxembourg,LUX,1994,74
1876,EU,Europe,Luxembourg,LUX,1995,63
1877,EU,Europe,Luxembourg,LUX,1996,72
1878,EU,Europe,Luxembourg,LUX,1997,81
1879,EU,Europe,Luxembourg,LUX,1998,64
1880,EU,Europe,Luxembourg,LUX,1999,70
1881,EU,Europe,Luxembourg,LUX,2000,62
1882,EU,Europe,Luxembourg,LUX,2001,73
1883,EU,Europe,Luxembourg,LUX,2002,85
1884,EU,Europe,Luxembourg,LUX,2003,48
1885,EU,Europe,Luxembourg,LUX,2004,62
1886,EU,Europe,Luxembourg,LUX,2005,49
1887,EU,Europe,Luxembourg,LUX,2006,65
1888,EU,Europe,Luxembourg,LUX,2007,78
1889,EU,Europe,Luxembourg,LUX,2008,43
1890,EU,Europe,Luxembourg,LUX,2009,48
1891,EU,Europe,Luxembourg,LUX,2010,54
1892,EU,Europe,Luxembourg,LUX,2011,55
1893,EU,Europe,Luxembourg,LUX,2012,51
1894,EU,Europe,Luxembourg,LUX,2013,40
1895,EU,Europe,Luxembourg,LUX,2014,67
1896,EU,Europe,Luxembourg,LUX,2015,64
1898,AS,Asia,Malaysia,MYS,1997,172
1899,AS,Asia,Malaysia,MYS,2000,118
1900,AS,Asia,Malaysia,MYS,2001,73
1901,AS,Asia,Malaysia,MYS,2002,46
1902,AS,Asia,Malaysia,MYS,2003,56
1903,AS,Asia,Malaysia,MYS,2004,66
1904,AS,Asia,Malaysia,MYS,2005,39
1905,AS,Asia,Malaysia,MYS,2006,63
1906,AS,Asia,Malaysia,MYS,2007,62
1907,AS,Asia,Malaysia,MYS,2008,59
1908,AS,Asia,Malaysia,MYS,2009,40
1909,AS,Asia,Malaysia,MYS,2010,39
1910,AS,Asia,Malaysia,MYS,2011,34
1911,AS,Asia,Malaysia,MYS,2012,29
1912,AS,Asia,Malaysia,MYS,2013,22
1913,AS,Asia,Malaysia,MYS,2014,21
1914,AS,Asia,Maldives,MDV,2000,0
1915,AS,Asia,Maldives,MDV,2001,3
1916,AS,Asia,Maldives,MDV,2002,3
1917,AS,Asia,Maldives,MDV,2003,4
1918,AS,Asia,Maldives,MDV,2004,1
1919,AS,Asia,Maldives,MDV,2005,1
1920,AS,Asia,Maldives,MDV,2007,5
1921,AS,Asia,Maldives,MDV,2008,0
1922,AS,Asia,Maldives,MDV,2010,1
1923,AS,Asia,Maldives,MDV,2011,2
1924,EU,Europe,Malta,MLT,1979,0
1925,EU,Europe,Malta,MLT,1980,0
1926,EU,Europe,Malta,MLT,1981,0
1927,EU,Europe,Malta,MLT,1982,1
1928,EU,Europe,Malta,MLT,1983,1
1929,EU,Europe,Malta,MLT,1984,0
1930,EU,Europe,Malta,MLT,1985,2
1931,EU,Europe,Malta,MLT,1986,1
1932,EU,Europe,Malta,MLT,1987,1
1933,EU,Europe,Malta,MLT,1988,9
1934,EU,Europe,Malta,MLT,1989,23
1935,EU,Europe,Malta,MLT,1990,8
1936,EU,Europe,Malta,MLT,1991,10
1937,EU,Europe,Malta,MLT,1992,18
1938,EU,Europe,Malta,MLT,1993,16
1939,EU,Europe,Malta,MLT,1994,15
1940,EU,Europe,Malta,MLT,1995,17
1941,EU,Europe,Malta,MLT,1996,10
1942,EU,Europe,Malta,MLT,1997,15
1943,EU,Europe,Malta,MLT,1998,12
1944,EU,Europe,Malta,MLT,1999,27
1945,EU,Europe,Malta,MLT,2000,23
1946,EU,Europe,Malta,MLT,2001,30
1947,EU,Europe,Malta,MLT,2002,19
1948,EU,Europe,Malta,MLT,2003,20
1949,EU,Europe,Malta,MLT,2004,24
1950,EU,Europe,Malta,MLT,2005,19
1951,EU,Europe,Malta,MLT,2006,26
1952,EU,Europe,Malta,MLT,2007,26
1953,EU,Europe,Malta,MLT,2008,14
1954,EU,Europe,Malta,MLT,2009,36
1955,EU,Europe,Malta,MLT,2010,31
1956,EU,Europe,Malta,MLT,2011,20
1957,EU,Europe,Malta,MLT,2012,25
1958,EU,Europe,Malta,MLT,2013,22
1959,EU,Europe,Malta,MLT,2014,32
1960,EU,Europe,Malta,MLT,2015,34
1978,AF,Africa,Mauritius,MUS,1981,19
1979,AF,Africa,Mauritius,MUS,1982,13
1980,AF,Africa,Mauritius,MUS,1983,18
1981,AF,Africa,Mauritius,MUS,1984,118
1982,AF,Africa,Mauritius,MUS,1985,104
1983,AF,Africa,Mauritius,MUS,1986,28
1984,AF,Africa,Mauritius,MUS,1987,140
1985,AF,Africa,Mauritius,MUS,1988,167
1986,AF,Africa,Mauritius,MUS,1989,144
1987,AF,Africa,Mauritius,MUS,1990,147
1988,AF,Africa,Mauritius,MUS,1991,137
1989,AF,Africa,Mauritius,MUS,1992,146
1990,AF,Africa,Mauritius,MUS,1993,138
1991,AF,Africa,Mauritius,MUS,1994,129
1992,AF,Africa,Mauritius,MUS,1995,147
1993,AF,Africa,Mauritius,MUS,1996,153
1994,AF,Africa,Mauritius,MUS,1997,122
1995,AF,Africa,Mauritius,MUS,1998,155
1996,AF,Africa,Mauritius,MUS,1999,174
1997,AF,Africa,Mauritius,MUS,2000,137
1998,AF,Africa,Mauritius,MUS,2001,113
1999,AF,Africa,Mauritius,MUS,2002,131
2000,AF,Africa,Mauritius,MUS,2003,88
2001,AF,Africa,Mauritius,MUS,2004,97
2002,AF,Africa,Mauritius,MUS,2005,102
2003,AF,Africa,Mauritius,MUS,2006,118
2004,AF,Africa,Mauritius,MUS,2007,127
2005,AF,Africa,Mauritius,MUS,2008,84
2006,AF,Africa,Mauritius,MUS,2009,115
2007,AF,Africa,Mauritius,MUS,2010,98
2008,AF,Africa,Mauritius,MUS,2011,118
2009,AF,Africa,Mauritius,MUS,2012,115
2010,AF,Africa,Mauritius,MUS,2013,98
2011,AF,Africa,Mauritius,MUS,2014,120
2012,AF,Africa,Mauritius,MUS,2015,104
2013,AF,Africa,Mauritius,MUS,2016,98
2018,NA,North America,Mexico,MEX,1979,1092
2019,NA,North America,Mexico,MEX,1980,961
2020,NA,North America,Mexico,MEX,1981,1176
2021,NA,North America,Mexico,MEX,1982,1166
2022,NA,North America,Mexico,MEX,1983,1030
2023,NA,North America,Mexico,MEX,1984,915
2024,NA,North America,Mexico,MEX,1985,1544
2025,NA,North America,Mexico,MEX,1986,1714
2026,NA,North America,Mexico,MEX,1987,1701
2027,NA,North America,Mexico,MEX,1988,1703
2028,NA,North America,Mexico,MEX,1989,1865
2029,NA,North America,Mexico,MEX,1990,1926
2030,NA,North America,Mexico,MEX,1991,2103
2031,NA,North America,Mexico,MEX,1992,2237
2032,NA,North America,Mexico,MEX,1993,2342
2033,NA,North America,Mexico,MEX,1994,2588
2034,NA,North America,Mexico,MEX,1995,2877
2035,NA,North America,Mexico,MEX,1996,3008
2036,NA,North America,Mexico,MEX,1997,3350
2037,NA,North America,Mexico,MEX,1998,3312
2038,NA,North America,Mexico,MEX,1999,3327
2039,NA,North America,Mexico,MEX,2000,3456
2040,NA,North America,Mexico,MEX,2001,3760
2041,NA,North America,Mexico,MEX,2002,3826
2042,NA,North America,Mexico,MEX,2003,4070
2043,NA,North America,Mexico,MEX,2004,4056
2044,NA,North America,Mexico,MEX,2005,4274
2045,NA,North America,Mexico,MEX,2006,4230
2046,NA,North America,Mexico,MEX,2007,4285
2047,NA,North America,Mexico,MEX,2008,4642
2048,NA,North America,Mexico,MEX,2009,5023
2049,NA,North America,Mexico,MEX,2010,4858
2050,NA,North America,Mexico,MEX,2011,5558
2051,NA,North America,Mexico,MEX,2012,5381
2052,NA,North America,Mexico,MEX,2013,5711
2053,NA,North America,Mexico,MEX,2014,6178
2054,NA,North America,Mexico,MEX,2015,6234
2055,EU,Europe,Monaco,MCO,1986,11
2056,EU,Europe,Monaco,MCO,1987,6
2057,AS,Asia,Mongolia,MNG,2016,450
2058,EU,Europe,Montenegro,MNE,2000,0
2059,EU,Europe,Montenegro,MNE,2001,0
2060,EU,Europe,Montenegro,MNE,2002,0
2061,EU,Europe,Montenegro,MNE,2003,0
2062,EU,Europe,Montenegro,MNE,2004,0
2063,EU,Europe,Montenegro,MNE,2005,118
2064,EU,Europe,Montenegro,MNE,2006,0
2065,EU,Europe,Montenegro,MNE,2007,121
2066,EU,Europe,Montenegro,MNE,2008,126
2067,EU,Europe,Montenegro,MNE,2009,107
2095,AF,Africa,Morocco,MAR,2000,21
2096,AF,Africa,Morocco,MAR,2001,11
2097,AF,Africa,Morocco,MAR,2002,22
2098,AF,Africa,Morocco,MAR,2003,40
2099,AF,Africa,Morocco,MAR,2004,20
2100,AF,Africa,Morocco,MAR,2007,9
2101,AF,Africa,Morocco,MAR,2008,10
2102,AF,Africa,Morocco,MAR,2009,23
2103,AF,Africa,Morocco,MAR,2010,36
2104,AF,Africa,Morocco,MAR,2011,47
2105,AF,Africa,Morocco,MAR,2012,149
2106,AF,Africa,Morocco,MAR,2013,158
2107,AF,Africa,Morocco,MAR,2014,118
2108,EU,Europe,Netherlands,NLD,1979,1465
2109,EU,Europe,Netherlands,NLD,1980,1430
2110,EU,Europe,Netherlands,NLD,1981,1431
2111,EU,Europe,Netherlands,NLD,1982,1535
2112,EU,Europe,Netherlands,NLD,1983,1720
2113,EU,Europe,Netherlands,NLD,1984,1782
2114,EU,Europe,Netherlands,NLD,1985,1638
2115,EU,Europe,Netherlands,NLD,1986,1604
2116,EU,Europe,Netherlands,NLD,1987,1616
2117,EU,Europe,Netherlands,NLD,1988,1523
2118,EU,Europe,Netherlands,NLD,1989,1520
2119,EU,Europe,Netherlands,NLD,1990,1450
2120,EU,Europe,Netherlands,NLD,1991,1611
2121,EU,Europe,Netherlands,NLD,1992,1587
2122,EU,Europe,Netherlands,NLD,1993,1555
2123,EU,Europe,Netherlands,NLD,1994,1584
2124,EU,Europe,Netherlands,NLD,1995,1511
2125,EU,Europe,Netherlands,NLD,1996,1577
2126,EU,Europe,Netherlands,NLD,1997,1572
2127,EU,Europe,Netherlands,NLD,1998,1519
2128,EU,Europe,Netherlands,NLD,1999,1519
2129,EU,Europe,Netherlands,NLD,2000,1501
2130,EU,Europe,Netherlands,NLD,2001,1474
2131,EU,Europe,Netherlands,NLD,2002,1570
2132,EU,Europe,Netherlands,NLD,2003,1502
2133,EU,Europe,Netherlands,NLD,2004,1514
2134,EU,Europe,Netherlands,NLD,2005,1574
2135,EU,Europe,Netherlands,NLD,2006,1525
2136,EU,Europe,Netherlands,NLD,2007,1354
2137,EU,Europe,Netherlands,NLD,2008,1439
2138,EU,Europe,Netherlands,NLD,2009,1530
2139,EU,Europe,Netherlands,NLD,2010,1604
2140,EU,Europe,Netherlands,NLD,2011,1650
2141,EU,Europe,Netherlands,NLD,2012,1756
2142,EU,Europe,Netherlands,NLD,2013,1856
2143,EU,Europe,Netherlands,NLD,2014,1839
2144,EU,Europe,Netherlands,NLD,2015,1873
2145,EU,Europe,Netherlands,NLD,2016,1895
2160,OC,Oceania,New Zealand,NZL,1979,302
2161,OC,Oceania,New Zealand,NZL,1980,337
2162,OC,Oceania,New Zealand,NZL,1981,320
2163,OC,Oceania,New Zealand,NZL,1982,364
2164,OC,Oceania,New Zealand,NZL,1983,352
2165,OC,Oceania,New Zealand,NZL,1984,389
2166,OC,Oceania,New Zealand,NZL,1985,338
2167,OC,Oceania,New Zealand,NZL,1986,414
2168,OC,Oceania,New Zealand,NZL,1987,463
2169,OC,Oceania,New Zealand,NZL,1988,484
2170,OC,Oceania,New Zealand,NZL,1989,465
2171,OC,Oceania,New Zealand,NZL,1990,455
2172,OC,Oceania,New Zealand,NZL,1991,474
2173,OC,Oceania,New Zealand,NZL,1992,493
2174,OC,Oceania,New Zealand,NZL,1993,443
2175,OC,Oceania,New Zealand,NZL,1994,512
2176,OC,Oceania,New Zealand,NZL,1995,545
2177,OC,Oceania,New Zealand,NZL,1996,540
2178,OC,Oceania,New Zealand,NZL,1997,562
2179,OC,Oceania,New Zealand,NZL,1998,574
2180,OC,Oceania,New Zealand,NZL,1999,516
2181,OC,Oceania,New Zealand,NZL,2000,458
2182,OC,Oceania,New Zealand,NZL,2001,508
