xyz,continent_code,continent,country,codecountry,year,suicides_no
3317,NA,North America,United States,USA,1985,29446
3318,NA,North America,United States,USA,1986,30892
3319,NA,North America,United States,USA,1987,30783
3320,NA,North America,United States,USA,1988,30388
3321,NA,North America,United States,USA,1989,30218
3322,NA,North America,United States,USA,1990,30895
3323,NA,North America,United States,USA,1991,30790
3324,NA,North America,United States,USA,1992,30471
3325,NA,North America,United States,USA,1993,31084
3326,NA,North America,United States,USA,1994,31123
3327,NA,North America,United States,USA,1995,31272
3328,NA,North America,United States,USA,1996,30879
3329,NA,North America,United States,USA,1997,30517
3330,NA,North America,United States,USA,1998,30558
3331,NA,North America,United States,USA,1999,29183
3332,NA,North America,United States,USA,2000,29343
3333,NA,North America,United States,USA,2001,30607
3334,NA,North America,United States,USA,2002,31645
3335,NA,North America,United States,USA,2003,31477
3336,NA,North America,United States,USA,2004,32428
3337,NA,North America,United States,USA,2005,32629
3338,NA,North America,United States,USA,2006,33292
3339,NA,North America,United States,USA,2007,34596
3340,NA,North America,United States,USA,2008,36030
3341,NA,North America,United States,USA,2009,36900
3342,NA,North America,United States,USA,2010,38362
3343,NA,North America,United States,USA,2011,39508
3344,NA,North America,United States,USA,2012,40596
3345,NA,North America,United States,USA,2013,41143
3346,NA,North America,United States,USA,2014,42769
3347,NA,North America,United States,USA,2015,44189
3348,SA,South America,Uruguay,URY,1980,274
3349,SA,South America,Uruguay,URY,1981,261
3350,SA,South America,Uruguay,URY,1982,318
3351,SA,South America,Uruguay,URY,1983,323
3352,SA,South America,Uruguay,URY,1984,333
3353,SA,South America,Uruguay,URY,1985,287
3354,SA,South America,Uruguay,URY,1986,262
3355,SA,South America,Uruguay,URY,1987,258
3356,SA,South America,Uruguay,URY,1988,268
3357,SA,South America,Uruguay,URY,1989,344
3358,SA,South America,Uruguay,URY,1990,315
3359,SA,South America,Uruguay,URY,1993,418
3360,SA,South America,Uruguay,URY,1994,406
3361,SA,South America,Uruguay,URY,1995,427
3362,SA,South America,Uruguay,URY,1996,393
3363,SA,South America,Uruguay,URY,1997,456
3364,SA,South America,Uruguay,URY,1998,521
3365,SA,South America,Uruguay,URY,1999,450
3366,SA,South America,Uruguay,URY,2000,555
3367,SA,South America,Uruguay,URY,2001,499
3368,SA,South America,Uruguay,URY,2002,675
3369,SA,South America,Uruguay,URY,2003,535
3370,SA,South America,Uruguay,URY,2004,520
3371,SA,South America,Uruguay,URY,2005,498
3372,SA,South America,Uruguay,URY,2006,528
3373,SA,South America,Uruguay,URY,2007,576
3374,SA,South America,Uruguay,URY,2008,523
3375,SA,South America,Uruguay,URY,2009,511
3376,SA,South America,Uruguay,URY,2010,547
3377,SA,South America,Uruguay,URY,2012,599
3378,SA,South America,Uruguay,URY,2013,546
3379,SA,South America,Uruguay,URY,2014,591
3380,SA,South America,Uruguay,URY,2015,630
3381,AS,Asia,Uzbekistan,UZB,1981,1149
3382,AS,Asia,Uzbekistan,UZB,1982,1134
3383,AS,Asia,Uzbekistan,UZB,1985,1501
3384,AS,Asia,Uzbekistan,UZB,1986,1422
3385,AS,Asia,Uzbekistan,UZB,1987,1326
3386,AS,Asia,Uzbekistan,UZB,1988,1238
3387,AS,Asia,Uzbekistan,UZB,1989,1490
3388,AS,Asia,Uzbekistan,UZB,1990,1459
3389,AS,Asia,Uzbekistan,UZB,1991,1393
3390,AS,Asia,Uzbekistan,UZB,1992,1344
3391,AS,Asia,Uzbekistan,UZB,1993,1355
3392,AS,Asia,Uzbekistan,UZB,1994,1419
3393,AS,Asia,Uzbekistan,UZB,1995,1485
3394,AS,Asia,Uzbekistan,UZB,1996,1699
3395,AS,Asia,Uzbekistan,UZB,1997,1554
3396,AS,Asia,Uzbekistan,UZB,1998,1620
3397,AS,Asia,Uzbekistan,UZB,1999,1795
3398,AS,Asia,Uzbekistan,UZB,2000,1919
3399,AS,Asia,Uzbekistan,UZB,2001,1914
3400,AS,Asia,Uzbekistan,UZB,2002,1576
3401,AS,Asia,Uzbekistan,UZB,2003,1416
3402,AS,Asia,Uzbekistan,UZB,2004,1251
3403,AS,Asia,Uzbekistan,UZB,2005,1221
3404,AS,Asia,Uzbekistan,UZB,2009,1399
3405,AS,Asia,Uzbekistan,UZB,2010,1464
3406,AS,Asia,Uzbekistan,UZB,2011,1640
3407,AS,Asia,Uzbekistan,UZB,2012,1835
3408,AS,Asia,Uzbekistan,UZB,2013,1950
3409,AS,Asia,Uzbekistan,UZB,2014,2095
3410,SA,South America,"Venezuela, RB",VEN,1979,589
3411,SA,South America,"Venezuela, RB",VEN,1980,720
3412,SA,South America,"Venezuela, RB",VEN,1981,669
3413,SA,South America,"Venezuela, RB",VEN,1982,686
3414,SA,South America,"Venezuela, RB",VEN,1983,785
3415,SA,South America,"Venezuela, RB",VEN,1985,783
3416,SA,South America,"Venezuela, RB",VEN,1986,813
3417,SA,South America,"Venezuela, RB",VEN,1987,746
3418,SA,South America,"Venezuela, RB",VEN,1988,843
3419,SA,South America,"Venezuela, RB",VEN,1989,913
3420,SA,South America,"Venezuela, RB",VEN,1990,982
3421,SA,South America,"Venezuela, RB",VEN,1992,959
3422,SA,South America,"Venezuela, RB",VEN,1993,965
3423,SA,South America,"Venezuela, RB",VEN,1994,1088
3424,SA,South America,"Venezuela, RB",VEN,1996,1009
3425,SA,South America,"Venezuela, RB",VEN,1997,1074
3426,SA,South America,"Venezuela, RB",VEN,1998,1142
3427,SA,South America,"Venezuela, RB",VEN,1999,1245
3428,SA,South America,"Venezuela, RB",VEN,2000,1264
3429,SA,South America,"Venezuela, RB",VEN,2001,1379
3430,SA,South America,"Venezuela, RB",VEN,2002,1299
3431,SA,South America,"Venezuela, RB",VEN,2003,1150
3432,SA,South America,"Venezuela, RB",VEN,2004,1038
3433,SA,South America,"Venezuela, RB",VEN,2005,1016
3434,SA,South America,"Venezuela, RB",VEN,2006,945
3435,SA,South America,"Venezuela, RB",VEN,2007,897
3436,SA,South America,"Venezuela, RB",VEN,2008,870
3437,SA,South America,"Venezuela, RB",VEN,2009,751
3438,SA,South America,"Venezuela, RB",VEN,2010,775
3439,SA,South America,"Venezuela, RB",VEN,2011,760
3440,SA,South America,"Venezuela, RB",VEN,2012,731
3441,SA,South America,"Venezuela, RB",VEN,2013,618
3442,NA,North America,Virgin Islands (U.S.),VIR,1980,3
3443,NA,North America,Virgin Islands (U.S.),VIR,1997,3
3444,NA,North America,Virgin Islands (U.S.),VIR,1998,5
3445,NA,North America,Virgin Islands (U.S.),VIR,1999,6
3446,NA,North America,Virgin Islands (U.S.),VIR,2000,5
3447,NA,North America,Virgin Islands (U.S.),VIR,2001,4
3448,NA,North America,Virgin Islands (U.S.),VIR,2002,2
3449,NA,North America,Virgin Islands (U.S.),VIR,2003,9
3450,NA,North America,Virgin Islands (U.S.),VIR,2004,5
3451,NA,North America,Virgin Islands (U.S.),VIR,2005,2
3452,NA,North America,Virgin Islands (U.S.),VIR,2006,14
3453,NA,North America,Virgin Islands (U.S.),VIR,2007,11
3454,NA,North America,Virgin Islands (U.S.),VIR,2008,6
3455,NA,North America,Virgin Islands (U.S.),VIR,2009,9
3456,NA,North America,Virgin Islands (U.S.),VIR,2010,8
3457,NA,North America,Virgin Islands (U.S.),VIR,2011,8
3458,NA,North America,Virgin Islands (U.S.),VIR,2012,10
3459,NA,North America,Virgin Islands (U.S.),VIR,2015,3
3460,AF,Africa,Zimbabwe,ZWE,1990,764
